Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2023 12:00,14/2/2023 16:00,14/2/2023 20:00,15/2/2023 00:00,15/2/2023 04:00,15/2/2023 08:00,15/2/2023 12:00,15/2/2023 16:00,15/2/2023 20:00,16/2/2023 00:00,16/2/2023 04:00,16/2/2023 08:00,16/2/2023 12:00,16/2/2023 16:00,16/2/2023 20:00,17/2/2023 00:00,17/2/2023 04:00,17/2/2023 08:00,17/2/2023 12:00,17/2/2023 16:00,17/2/2023 20:00,18/2/2023 00:00,18/2/2023 04:00,18/2/2023 08:00,18/2/2023 12:00,18/2/2023 16:00,18/2/2023 20:00,19/2/2023 00:00,19/2/2023 04:00,19/2/2023 08:00,19/2/2023 12:00,19/2/2023 16:00,19/2/2023 20:00,20/2/2023 00:00,20/2/2023 04:00,20/2/2023 08:00,20/2/2023 12:00,20/2/2023 16:00,20/2/2023 20:00,21/2/2023 00:00,21/2/2023 04:00,21/2/2023 08:00,21/2/2023 12:00,21/2/2023 16:00,21/2/2023 20:00,22/2/2023 00:00,22/2/2023 04:00,22/2/2023 08:00,22/2/2023 12:00,22/2/2023 16:00,22/2/2023 20:00,23/2/2023 00:00,23/2/2023 04:00,23/2/2023 08:00,23/2/2023 12:00,23/2/2023 16:00,23/2/2023 20:00,24/2/2023 00:00,24/2/2023 04:00,24/2/2023 08:00,24/2/2023 12:00,24/2/2023 16:00,24/2/2023 20:00,25/2/2023 00:00,25/2/2023 04:00,25/2/2023 08:00,25/2/2023 12:00,25/2/2023 16:00,25/2/2023 20:00,26/2/2023 00:00,26/2/2023 04:00,26/2/2023 08:00,26/2/2023 12:00,26/2/2023 16:00,26/2/2023 20:00,27/2/2023 00:00,27/2/2023 04:00,27/2/2023 08:00,27/2/2023 12:00,27/2/2023 16:00,27/2/2023 20:00,28/2/2023 00:00,28/2/2023 04:00,28/2/2023 08:00,28/2/2023 12:00,28/2/2023 16:00,28/2/2023 20:00,1/3/2023 00:00,1/3/2023 04:00,1/3/2023 08:00,1/3/2023 12:00,1/3/2023 16:00,1/3/2023 20:00,2/3/2023 00:00,2/3/2023 04:00,2/3/2023 08:00,2/3/2023 12:00,2/3/2023 16:00,2/3/2023 20:00,3/3/2023 00:00,3/3/2023 04:00,3/3/2023 08:00,3/3/2023 12:00,3/3/2023 16:00,3/3/2023 20:00,4/3/2023 00:00,4/3/2023 04:00,4/3/2023 08:00,4/3/2023 12:00,4/3/2023 16:00,4/3/2023 20:00,5/3/2023 00:00,5/3/2023 04:00,5/3/2023 08:00,5/3/2023 12:00,5/3/2023 16:00,5/3/2023 20:00,6/3/2023 00:00,6/3/2023 04:00,6/3/2023 08:00,6/3/2023 12:00,6/3/2023 16:00,6/3/2023 20:00,7/3/2023 00:00,7/3/2023 04:00,7/3/2023 08:00,7/3/2023 12:00,7/3/2023 16:00,7/3/2023 20:00
940 110007343296,w897,940 110012554665,2937,No Shade,,8,10,11,4,1,1,6,3,24,5,3,1,3,12,7,3,4,4,9,9,41,79,7,1,11,5,9,18,29,19,9,9,6,5,10,2,3,10,14,22,3,10,7,,2,3,6,2,7,7,19,,3,26,15,1,10,4,21,35,5,8,7,12,3,3,9,1,7,24,7,17,8,10,21,1,7,8,5,6,,9,13,9,1,3,9,7,7,1,3,,1,2,1,7,2,5,4,4,8,11,6,6,8,5,1,2,29,6,11,6,10,6,4,20,6,4,,,,,,,,,,
940 110007343296,w897,940 110006719427,2339,No Shade,1,4,9,14,2,4,9,3,8,24,5,4,2,3,15,9,5,15,30,9,8,5,5,,16,8,12,28,14,11,20,5,23,16,6,4,7,19,18,33,13,30,4,3,4,6,1,6,1,5,8,3,6,3,3,20,4,17,6,4,6,5,15,2,6,2,14,20,7,11,11,8,6,6,9,6,2,5,4,15,4,15,1,1,71,67,100,36,21,10,13,20,4,10,15,9,12,27,5,7,6,45,18,5,40,6,11,1,21,11,8,11,8,5,27,18,17,40,5,6,31,10,,,,,,,
940 110007343296,w897,940 110009541333,w192437,No Shade,,4,5,8,1,1,4,,8,5,4,10,4,2,6,27,53,16,9,23,3,4,4,15,10,6,14,23,3,21,,5,8,5,,5,4,1,18,5,8,21,4,3,28,3,11,2,2,8,6,3,2,5,7,4,11,4,3,10,3,3,9,5,2,3,7,5,7,8,2,7,1,8,3,1,11,16,7,15,5,13,16,4,,2,2,28,7,2,,11,4,18,5,2,3,7,14,5,20,4,18,3,3,6,8,7,12,15,7,2,9,20,7,6,16,7,25,4,16,9,,,,,,,
940 110007343296,w897,940 110009530573,W1754,No Shade,,7,11,7,,4,2,,8,11,1,15,8,4,10,13,15,7,5,22,15,11,2,1,6,14,20,17,3,15,26,8,2,37,5,57,60,54,71,30,8,25,17,8,6,4,8,3,16,5,5,4,2,3,12,6,8,2,5,12,7,1,2,,5,2,2,1,2,5,2,2,,,5,,5,,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w897,940 110012554759,W1609,No Shade,,63,64,28,6,,1,,3,6,1,1,23,1,2,3,2,3,12,3,9,9,19,2,3,15,8,11,6,7,1,8,15,6,3,2,9,5,3,6,1,14,6,8,4,2,5,7,12,5,34,6,,3,4,12,6,12,5,10,,8,7,2,6,2,,4,9,3,,12,1,2,6,15,15,6,4,3,10,18,13,2,,6,3,3,6,10,,9,25,92,152,163,120,157,99,27,72,22,6,8,7,14,2,5,2,5,18,5,4,,2,7,7,2,1,,,,,,,,,,
940 110007343296,w897,940 110012566374,2532,No Shade,,14,15,4,2,,1,2,2,4,2,9,6,2,2,5,1,3,4,5,7,10,4,4,6,6,11,14,11,9,9,7,10,8,1,2,15,24,12,3,15,4,35,7,,3,4,2,39,1,6,4,1,6,10,2,6,8,13,2,6,4,8,2,5,1,12,2,7,8,7,5,5,2,7,11,2,6,1,4,14,5,35,27,68,22,3,11,4,3,9,7,5,2,2,2,1,2,11,5,8,9,2,5,6,1,5,3,1,4,4,6,2,3,15,3,27,37,7,,,,,,,,,,
940 110007343296,w897,940 110009423076,2967,No Shade,,4,2,5,9,,4,,3,15,5,10,1,2,3,5,1,4,6,16,7,3,9,2,,9,18,9,16,28,6,17,21,11,,5,9,4,14,13,9,10,7,1,4,23,8,2,7,7,13,3,12,7,9,1,8,8,4,9,5,8,21,16,6,6,7,5,5,8,6,15,9,4,8,6,3,9,5,2,8,13,7,8,,7,10,5,2,15,1,11,3,2,36,34,51,20,14,35,11,1,32,32,5,23,4,20,5,4,17,23,4,11,2,1,19,10,4,10,,,,,,,,,
940 110007343296,w897,940 110009539735,2570,No Shade,,4,6,13,2,,,,7,8,46,18,46,126,31,23,5,9,5,9,8,2,,2,19,2,8,7,3,4,6,8,5,11,,6,3,2,10,8,10,16,11,3,6,16,3,27,25,5,1,3,3,23,10,,9,7,5,1,1,6,5,4,2,,9,7,6,12,1,13,16,14,6,,1,14,9,6,11,29,12,7,9,4,7,8,5,2,4,3,4,4,4,8,16,4,3,3,5,15,8,5,24,4,3,2,15,5,4,,,,,,,,,,,,,,,,,,
940 110007343296,w897,940 110009538608,2954,No Shade,,4,5,6,5,11,5,1,12,3,3,2,,8,13,7,2,5,,6,12,4,2,3,2,,11,19,3,7,1,16,17,14,33,6,17,5,51,12,5,12,3,5,5,3,4,13,6,1,3,11,6,7,6,6,3,4,2,22,15,15,2,12,8,14,2,15,20,17,9,24,7,4,4,29,11,4,5,2,4,11,2,1,,8,3,5,2,2,1,2,4,12,3,3,,,16,3,11,3,1,5,5,13,8,2,11,2,4,10,8,4,1,3,47,,,,,,,,,,,,
940 110007343296,w897,940 110009538759,2481,No Shade,,3,5,3,7,1,1,,7,12,4,9,2,,11,7,5,47,2,5,9,5,4,,12,2,15,10,7,19,3,6,2,6,,2,6,1,9,13,3,14,2,,7,20,96,216,58,69,16,14,5,2,6,29,2,4,9,4,6,,11,2,6,4,11,6,2,7,19,10,17,5,8,7,13,9,1,,12,4,5,1,1,1,9,23,5,6,,3,3,9,11,6,,2,4,15,6,5,7,4,33,8,7,,17,11,4,3,4,4,2,16,10,7,5,2,,,,,,,,,
940 110007343296,w897,940 110009422169,W1683,No Shade,2,1,12,3,1,,1,1,14,5,2,20,1,1,4,6,3,2,3,1,11,11,,6,,3,7,4,4,4,4,5,3,14,1,1,,3,7,10,7,3,7,4,1,14,7,4,,,4,41,4,5,4,1,3,1,,1,2,1,9,2,3,,,5,9,7,5,5,5,1,,1,2,3,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w897,940 110012567583,Y465,No Shade,1,1,9,5,1,,3,1,2,8,2,2,2,2,5,7,6,8,8,6,6,7,6,1,20,1,9,21,2,5,16,1,10,18,1,4,11,17,14,21,11,25,7,7,,5,15,5,11,6,37,6,3,2,11,5,2,6,150,171,140,201,35,25,5,3,4,4,13,5,3,8,21,4,5,26,7,6,19,18,16,7,23,9,9,2,4,3,11,10,24,9,2,4,4,9,26,10,16,8,3,15,36,4,4,2,3,,9,4,7,16,13,2,5,6,11,11,8,,,,,,,,,,
940 110007343296,w897,940 110006544076,3770,No Shade,1,10,7,5,4,3,1,3,7,3,8,4,18,1,6,8,6,34,18,12,6,3,4,5,8,5,15,7,4,12,3,7,29,12,,12,7,9,10,15,14,17,11,9,15,4,3,3,1,,7,9,14,20,81,31,11,8,76,58,5,5,5,6,6,7,5,2,8,9,4,5,6,5,4,12,12,10,3,10,22,5,5,,,5,2,7,14,7,,2,2,7,6,7,5,9,7,32,6,7,1,8,4,1,8,,8,9,5,7,5,2,2,5,17,17,2,,,,,,,,,,
940 110007343296,w897,940 110009540904,2504,No Shade,,3,4,,4,,,,12,32,2,46,48,27,34,9,1,,12,3,8,8,,1,9,5,22,1,12,10,1,1,5,14,4,2,1,5,9,2,6,4,8,,19,21,6,3,8,3,1,11,7,5,11,,1,3,1,,2,3,4,5,16,11,11,6,3,24,2,2,3,,27,4,8,3,7,2,3,3,,3,1,1,2,7,3,4,,2,9,5,3,2,2,,15,7,1,7,1,1,1,7,1,,,4,5,3,6,1,,1,16,4,2,,,,,,,,,,
940 110007343296,w897,940 110009540316,3749,No Shade,,20,5,1,7,7,6,,,5,8,11,5,6,2,11,8,16,23,7,16,2,1,11,11,2,13,12,4,2,5,12,4,11,3,1,3,7,7,13,2,2,,8,1,1,2,3,4,10,26,3,7,11,8,,4,4,11,1,15,3,2,2,1,,14,10,2,20,5,4,22,4,8,10,8,9,14,21,10,5,12,10,54,26,6,4,5,20,26,25,3,9,4,5,1,27,10,11,16,2,16,9,4,10,16,17,14,12,,2,15,6,21,11,9,5,3,1,8,1,,,,,,,
940 110007343296,w897,940 110006544437,W192094,No Shade,,10,7,3,2,,4,,3,5,,6,4,,5,13,5,,6,6,11,2,8,1,,2,5,13,14,8,4,7,12,12,,1,1,2,11,9,5,4,2,1,,7,7,2,2,9,10,4,5,6,4,7,2,4,14,7,,7,7,40,13,86,5,12,13,48,4,10,10,4,1,1,4,5,7,2,4,11,7,,1,1,6,5,8,4,2,6,7,13,12,8,1,4,8,9,3,1,4,11,9,8,9,2,5,5,9,7,5,2,,6,3,,,,,,,,,,,,
940 110007343296,w897,940 110012565638,2341,No Shade,,6,7,5,2,,2,6,7,3,1,1,,,5,10,1,8,3,7,12,25,1,6,15,1,13,4,11,10,1,7,2,14,3,9,15,4,29,8,2,3,24,19,3,2,18,16,6,86,37,31,26,5,3,2,4,6,6,4,12,3,2,8,4,2,8,3,8,5,7,11,9,4,13,9,1,5,5,8,3,7,8,17,8,5,12,3,3,8,,3,1,5,,11,1,4,8,3,6,11,8,1,2,5,1,3,14,12,8,4,5,4,7,28,18,2,8,24,26,,,,,,,,
940 110007343296,w897,940 110012554855,W934,No Shade,,3,18,8,8,,,,1,4,2,3,2,1,6,4,5,23,33,5,8,20,14,4,9,3,12,28,7,4,6,1,10,25,1,,7,3,41,8,6,11,20,3,2,9,3,2,3,3,5,4,8,7,16,2,7,8,9,8,12,1,8,2,1,4,8,4,14,4,140,100,18,47,8,9,6,9,17,7,2,8,7,5,2,17,7,4,6,4,3,,19,3,1,6,4,5,11,7,1,4,9,1,4,6,2,2,2,29,4,6,9,9,9,4,,,,,,,,,,,,,
940 110007343296,w897,940 110012554100,w192014,No Shade,,1,2,1,1,,2,2,4,,1,,5,,5,3,2,1,2,8,2,11,7,7,5,26,18,6,19,10,4,4,9,3,,5,7,1,4,3,1,6,6,3,8,3,3,9,5,2,5,2,7,7,8,,,1,1,3,1,7,,3,5,1,5,2,8,11,,7,17,2,3,13,1,7,4,7,6,10,5,16,2,3,11,8,4,1,14,1,4,5,2,7,7,3,5,6,7,4,,27,14,17,10,7,11,,20,5,7,,9,4,13,9,3,19,4,,,,,,,,
940 110007343296,w897,940 110009541579,w192325,No Shade,,,7,7,1,2,1,12,9,4,6,2,3,3,8,6,4,31,5,8,4,12,4,4,23,4,20,31,23,35,56,13,19,4,3,10,20,9,6,5,6,7,19,30,2,6,2,,5,4,4,1,4,6,5,4,5,1,,6,17,1,3,3,,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w897,940 110012565591,2491,No Shade,,7,9,5,4,,1,8,25,10,5,4,1,1,11,9,,1,1,3,8,20,2,2,10,7,14,25,16,11,10,3,23,19,7,3,1,3,10,34,7,3,4,,5,12,8,,,4,9,7,8,2,15,2,9,6,9,3,,1,7,10,10,1,,8,32,7,4,25,6,3,33,14,12,16,,4,6,7,9,1,,,16,6,11,2,,6,12,10,9,3,64,40,29,31,17,1,2,3,32,3,11,5,,9,11,6,4,2,1,17,48,10,26,12,1,6,,,,,,,
940 110007343296,w897,940 110009423267,2600,No Shade,,4,3,5,5,,,1,11,12,17,8,3,53,39,12,8,5,,12,8,7,6,,,2,13,5,6,13,,6,10,11,1,16,,6,19,18,1,7,3,8,16,6,,1,,1,9,11,5,8,4,7,18,11,5,3,1,3,5,1,1,,,,7,8,,5,8,3,9,6,9,13,1,7,4,3,9,3,,3,3,8,,2,3,4,10,7,3,,5,4,18,28,7,1,,4,10,4,4,,2,9,5,3,7,1,,5,5,4,,,,,,,,,,,
940 110007343296,w897,940 110009541499,w192256,No Shade,,,9,24,3,10,2,,2,1,4,8,,2,3,6,1,1,2,7,24,5,25,12,83,2,17,7,4,11,5,2,8,7,3,,7,2,13,3,8,10,3,,3,7,2,3,23,2,2,2,3,3,5,5,3,6,1,8,,2,5,8,5,8,8,4,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w897,940 110009538450,2486,No Shade,,2,9,5,2,,9,,6,8,40,9,2,,2,17,109,42,41,2,65,37,4,,16,8,14,18,2,9,7,2,21,8,5,1,17,3,35,3,5,5,4,1,8,4,2,12,3,8,8,5,8,9,8,5,2,1,,,7,3,5,5,2,3,6,4,5,9,4,6,7,1,15,14,,8,6,5,8,7,3,9,7,14,4,8,9,6,1,17,32,2,5,5,1,17,3,4,5,9,4,5,3,3,1,,5,13,10,5,1,10,24,7,9,45,4,17,21,50,,,,,,,
940 110007343296,w897,940 110009541605,2687,No Shade,,2,9,6,14,14,5,1,,3,10,36,4,1,5,7,2,5,5,18,1,27,1,10,8,2,11,17,9,17,9,7,9,8,3,1,19,7,13,7,9,18,35,40,5,3,4,,17,9,2,2,1,19,9,13,8,5,4,1,3,3,10,1,1,1,10,4,19,8,2,1,7,3,14,21,3,8,13,4,8,20,9,10,9,11,3,3,7,3,1,6,1,4,3,17,3,6,6,4,8,12,2,1,7,6,10,7,3,3,31,4,4,1,23,18,39,91,8,1,,,,,,,,,
940 110007343296,w897,940 110009539789,W192223,No Shade,,1,5,3,8,,1,,,4,6,3,22,11,11,33,40,27,28,6,6,2,2,,8,,8,6,5,11,12,2,3,17,10,8,6,10,4,34,10,26,6,1,6,10,4,8,2,11,8,6,2,5,3,11,4,5,14,26,17,8,4,4,3,7,6,4,3,11,2,3,5,7,5,9,10,17,7,12,7,4,19,24,,6,6,5,2,6,14,7,17,5,4,2,4,3,9,20,8,4,2,4,11,3,2,10,1,11,8,11,9,,23,5,21,3,8,9,18,10,,,,,,,
940 110007343296,w897,940 110009539851,3759,No Shade,,2,2,2,5,7,3,,2,14,9,9,2,1,11,6,2,12,10,4,13,18,1,7,9,6,18,24,7,4,7,3,5,7,1,2,5,1,1,20,1,9,2,2,10,4,3,2,5,6,6,4,6,5,12,6,5,5,11,3,8,,,2,1,,,1,1,,3,,,,4,1,2,2,2,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w897,940 110009421841,2582,No Shade,1,3,6,6,4,1,6,,15,3,2,6,2,6,7,4,7,3,9,9,5,1,4,7,7,7,8,5,8,7,5,7,8,19,21,4,10,4,3,18,10,19,4,3,9,4,4,30,10,,12,3,5,2,3,12,3,7,7,28,14,15,3,10,3,9,2,2,2,3,13,1,16,22,11,6,4,5,17,13,10,8,12,21,24,50,99,24,95,28,10,23,3,7,16,8,1,11,7,17,8,10,,2,12,1,7,4,3,4,29,8,9,,,,,,,,,,,,,,,,
940 110007343296,w897,940 110006720785,2710,No Shade,,5,6,11,4,,3,3,31,14,8,3,29,1,10,11,11,1,31,9,14,36,2,1,10,3,9,20,11,6,9,2,12,9,2,6,8,17,5,21,37,19,85,188,82,61,29,,7,7,16,1,9,3,3,4,6,7,7,2,19,4,4,5,5,4,10,5,3,2,,5,12,8,5,5,11,1,33,4,12,3,7,16,33,6,4,9,4,40,18,16,6,13,5,8,6,24,5,5,3,19,27,20,17,11,16,,7,4,6,19,8,10,33,28,4,38,7,16,47,8,,,,,,,
940 110007343296,w897,940 110012554680,w192579,No Shade,,,4,11,2,2,3,,6,6,,2,8,5,1,4,,3,10,3,6,3,10,1,27,10,15,20,4,10,1,13,5,41,29,3,4,11,8,,5,8,3,7,1,10,1,21,32,2,5,6,7,22,10,6,5,3,1,5,8,6,5,2,5,17,12,13,2,10,8,6,3,2,3,4,6,2,7,4,1,6,10,3,11,64,83,54,37,8,6,16,16,2,6,3,9,8,6,10,7,7,11,3,5,9,2,17,2,1,22,8,14,2,2,6,6,9,4,,,,,,,,,,
940 110007343296,w897,940 110012554293,2949,No Shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,,3,,,,,1,,1,1,,2,1,3,4,2,2,5,,1,1,8,5,1,6,6,2,3,9,2,4,8,11,6,5,15,2,,3,6,3,10,9,8,1,4,12,3,4,6,2,3,3,8,4,10,12,8,6,6,,,1,6,4,1,,,7,9,,,,,,,,,,,,
940 110007343296,w897,940 110009541227,W1695,No Shade,,5,9,6,6,,1,3,4,8,3,5,1,2,,5,,10,5,7,16,14,,12,16,1,12,13,24,6,5,10,29,9,7,11,7,2,92,53,55,10,9,6,3,17,9,1,6,5,13,39,6,11,10,17,10,7,9,9,9,7,6,1,9,5,4,11,8,25,,9,7,8,10,3,3,4,20,8,15,18,3,4,7,4,8,12,16,6,6,4,18,5,2,6,7,4,10,11,6,7,6,17,17,26,1,15,9,10,13,8,9,55,2,6,5,3,6,37,,,,,,,,,
940 110007343296,w897,940 110009540648,W192004,No Shade,,4,8,4,5,,14,1,8,3,1,7,3,1,3,7,23,3,8,6,13,25,12,4,11,5,9,12,3,9,7,16,12,8,9,5,9,10,29,16,5,17,21,11,17,2,2,11,18,7,6,10,7,4,19,,6,3,5,1,11,4,3,3,6,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w897,940 110012554841,w192108,No Shade,,11,4,7,,,1,1,10,5,6,2,3,1,11,6,3,4,17,9,17,7,11,1,9,3,11,37,7,18,18,2,8,12,11,5,13,4,10,6,8,11,19,7,,12,3,4,4,74,61,106,112,6,16,,6,8,3,,7,9,4,72,5,1,8,6,7,11,4,3,11,2,4,23,10,19,4,4,10,9,6,2,,,9,6,10,17,10,5,4,12,7,4,1,3,12,13,6,6,,2,3,13,2,1,4,5,6,9,8,1,19,1,13,14,7,7,3,7,,,,,,,
940 110007343296,w897,940 110012566524,W192361,No Shade,,3,13,4,5,,3,6,,4,4,1,,1,5,6,8,2,10,10,9,10,7,17,5,7,8,2,15,8,12,18,1,12,3,1,3,11,32,24,9,6,12,13,25,2,1,3,24,5,11,8,6,2,1,2,5,4,6,,1,3,3,3,3,13,,5,18,4,26,5,10,2,12,3,1,9,20,47,10,12,8,2,1,3,4,3,6,25,43,117,107,69,31,9,2,4,3,5,10,20,40,38,2,2,4,1,,2,12,6,5,,15,7,21,3,13,11,7,3,,,,,,,
940 110007343296,w897,940 110009538791,2321,No Shade,,3,9,,2,7,1,,,3,4,1,1,2,3,8,3,,,19,4,9,6,1,,3,2,6,1,6,,2,23,11,5,,,1,4,1,2,1,16,7,14,1,2,,7,,16,1,5,5,,,3,11,2,4,,7,5,2,1,1,,,6,5,3,5,5,3,22,14,2,8,10,3,5,6,8,2,,1,4,6,4,3,,5,8,3,3,3,10,7,14,22,29,5,9,9,8,6,7,3,3,9,10,8,4,2,,8,42,21,1,,,,,,,,,,
940 110007343296,w897,940 110012565593,2565,No Shade,,3,5,1,9,,10,,2,6,6,9,,2,8,4,12,3,2,6,32,7,5,,2,10,11,18,10,21,21,11,9,19,7,29,1,8,11,15,13,10,4,12,56,148,171,127,64,30,37,8,9,15,3,,8,4,7,2,3,6,10,5,1,2,9,8,4,5,8,7,1,7,5,4,5,5,,4,9,4,2,14,,1,3,8,2,12,,4,4,4,7,3,5,4,13,3,4,4,2,3,9,5,4,2,,2,5,9,5,4,1,3,12,9,6,11,,,,,,,,,
940 110007343296,w897,940 110009539903,w192523,No Shade,,11,12,1,3,1,5,1,9,12,2,4,,1,6,12,5,4,1,10,14,8,1,5,12,6,3,5,6,16,1,7,3,36,31,3,9,6,12,4,5,12,10,6,20,4,6,7,15,7,5,14,96,7,10,11,10,3,2,34,,2,5,5,3,4,,6,14,14,1,9,2,5,7,10,5,9,3,2,7,7,4,1,1,3,1,9,7,4,,11,1,23,2,7,4,3,11,5,8,8,2,2,4,4,1,,,9,1,9,4,,3,1,11,4,3,,,,,,,,,,
940 110007343296,w897,940 110009422824,O77,No Shade,,4,4,11,13,8,,1,8,3,2,,7,,9,13,9,19,2,1,13,18,2,17,26,9,19,2,12,12,18,12,13,21,1,3,11,5,16,9,3,22,11,17,5,8,9,5,8,7,10,4,,6,8,11,6,25,3,17,13,12,21,29,19,4,13,5,14,24,3,1,7,,25,5,2,5,5,9,3,1,5,10,4,1,1,5,3,6,8,2,42,19,5,5,6,8,10,7,5,6,3,,3,3,16,53,14,11,34,7,31,6,96,65,87,63,164,51,1,,,,,,,,
940 110007343296,w897,940 110006543809,2616,No Shade,,3,2,18,9,12,10,,8,12,3,13,,2,3,8,,18,6,4,15,11,3,,18,4,8,17,5,4,5,13,12,4,2,,,8,18,17,3,52,18,133,38,6,1,,8,25,5,7,1,2,2,1,3,4,8,37,,7,10,7,1,,,9,7,6,10,5,,4,1,6,3,6,,,3,7,2,13,,1,6,5,7,5,2,1,1,10,8,3,2,5,10,5,1,4,2,1,6,4,6,3,1,5,12,2,11,1,,7,3,9,1,1,2,7,,,,,,,
940 110007343296,w897,940 110009538938,2999,No Shade,1,1,14,6,6,1,,1,7,13,5,3,4,2,6,8,7,4,5,10,2,25,1,9,16,10,6,30,10,20,5,4,13,14,4,1,9,7,22,11,7,5,3,13,1,3,2,2,3,63,30,15,20,17,7,7,1,3,5,11,5,3,9,7,2,7,6,4,14,,3,1,2,8,5,14,3,3,6,2,3,19,21,7,,14,4,8,14,4,,,4,5,6,6,3,2,4,3,4,14,,4,10,16,1,8,5,10,10,4,2,,2,3,3,55,52,,,,,,,,,,
940 110007343296,w897,940 110009540226,W766,No Shade,,1,1,3,1,1,,,9,9,,,3,2,14,8,2,2,,1,7,1,1,10,,1,8,8,2,17,11,2,2,28,18,2,1,3,4,10,7,25,4,2,3,9,8,20,9,1,8,2,,3,6,,9,3,4,2,2,18,1,1,,,,1,,3,2,1,1,,2,,,6,,,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w897,940 110009540610,2891,No Shade,,8,9,6,1,2,3,1,3,6,9,2,,2,5,3,6,3,1,1,6,13,4,,,,15,28,8,7,4,7,16,18,11,4,4,3,39,5,9,20,8,2,9,12,7,10,2,5,4,3,6,,53,11,23,3,7,5,2,19,10,7,12,21,1,1,3,3,13,6,6,3,2,16,13,6,5,5,10,3,,4,1,4,8,5,8,4,,4,3,3,7,15,4,4,5,8,6,7,5,4,4,14,7,,5,7,5,4,5,1,2,3,1,,,,,,,,,,,,
940 110007343296,w897,940 110006719384,2557,No Shade,,1,2,8,1,2,9,6,2,5,1,8,1,1,5,8,2,3,9,11,8,10,3,2,3,1,10,8,6,7,7,3,10,4,3,1,7,7,35,11,7,12,5,4,4,8,1,7,,2,9,11,6,1,7,3,2,3,2,10,13,2,5,6,1,4,,7,11,6,5,1,4,5,16,7,21,5,3,6,17,,13,16,,3,7,25,4,4,4,,4,13,7,3,6,9,5,8,8,8,5,10,2,1,3,5,2,10,8,14,6,2,7,6,12,8,8,12,5,1,,,,,,,
940 110007343296,w897,940 110009541616,3761,No Shade,,4,8,6,1,3,4,2,6,23,,2,9,5,10,6,3,22,,14,14,4,4,1,6,31,14,10,15,8,,9,10,16,10,3,,8,17,18,23,15,2,5,8,13,2,1,,1,6,7,6,4,29,3,13,44,4,9,6,10,20,32,33,39,2,5,2,3,,1,4,4,4,17,9,6,2,,5,3,2,2,1,3,3,5,6,12,1,9,3,4,2,1,2,2,11,16,2,6,18,7,10,5,7,,,7,9,3,10,1,1,13,14,19,,,,,,,,,,,
940 110007343296,w897,940 110009541085,2365,No Shade,,4,8,2,2,1,4,,9,5,5,3,1,8,1,5,10,3,2,6,10,16,11,1,14,5,4,6,8,11,2,3,10,10,2,8,2,4,9,12,2,4,2,3,,6,2,7,12,,4,29,12,,18,1,4,12,5,4,2,8,14,13,4,3,7,5,14,13,1,,1,4,4,9,4,53,29,90,61,54,44,,6,5,,13,17,6,,4,3,1,6,3,13,2,16,26,17,4,9,6,4,20,7,2,,4,12,5,2,,,,,,,,,,,,,,,,
940 110007343296,w897,940 110009541010,W1751,No Shade,1,6,10,11,2,,1,,10,3,1,12,3,,27,5,10,3,6,12,13,13,,3,4,,13,22,2,16,11,7,8,8,,,3,9,19,5,2,12,20,6,9,4,4,,7,3,10,15,1,5,3,,9,1,3,35,3,3,5,2,4,1,7,4,10,4,4,7,2,4,8,8,4,9,16,,8,4,8,8,30,6,5,6,1,7,12,6,3,2,6,4,1,16,4,2,9,20,8,10,6,2,13,4,,4,6,5,3,,3,3,1,,,,,,,,,,,,
940 110007343296,w897,940 110009541538,2514,No Shade,,5,10,6,5,,1,2,12,,2,7,3,6,4,6,,12,1,7,5,1,2,6,3,3,8,2,9,6,,7,2,23,42,3,3,5,9,13,22,7,3,7,4,8,138,33,35,3,9,6,8,10,1,3,3,4,6,22,,6,11,5,5,4,1,13,6,7,6,3,8,8,15,,7,16,1,17,4,2,8,1,4,9,7,4,16,5,,3,2,1,20,1,2,,14,34,7,15,17,3,9,8,8,8,2,9,5,3,3,2,1,12,9,12,18,2,2,12,,,,,,,
