Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2024 12:00,14/2/2024 16:00,14/2/2024 20:00,15/2/2024 00:00,15/2/2024 04:00,15/2/2024 08:00,15/2/2024 12:00,15/2/2024 16:00,15/2/2024 20:00,16/2/2024 00:00,16/2/2024 04:00,16/2/2024 08:00,16/2/2024 12:00,16/2/2024 16:00,16/2/2024 20:00,17/2/2024 00:00,17/2/2024 04:00,17/2/2024 08:00,17/2/2024 12:00,17/2/2024 16:00,17/2/2024 20:00,18/2/2024 00:00,18/2/2024 04:00,18/2/2024 08:00,18/2/2024 12:00,18/2/2024 16:00,18/2/2024 20:00,19/2/2024 00:00,19/2/2024 04:00,19/2/2024 08:00,19/2/2024 12:00,19/2/2024 16:00,19/2/2024 20:00,20/2/2024 00:00,20/2/2024 04:00,20/2/2024 08:00,20/2/2024 12:00,20/2/2024 16:00,20/2/2024 20:00,21/2/2024 00:00,21/2/2024 04:00,21/2/2024 08:00,21/2/2024 12:00,21/2/2024 16:00,21/2/2024 20:00,22/2/2024 00:00,22/2/2024 04:00,22/2/2024 08:00,22/2/2024 12:00,22/2/2024 16:00,22/2/2024 20:00,23/2/2024 00:00,23/2/2024 04:00,23/2/2024 08:00,23/2/2024 12:00,23/2/2024 16:00,23/2/2024 20:00,24/2/2024 00:00,24/2/2024 04:00,24/2/2024 08:00,24/2/2024 12:00,24/2/2024 16:00,24/2/2024 20:00,25/2/2024 00:00,25/2/2024 04:00,25/2/2024 08:00,25/2/2024 12:00,25/2/2024 16:00,25/2/2024 20:00,26/2/2024 00:00,26/2/2024 04:00,26/2/2024 08:00,26/2/2024 12:00,26/2/2024 16:00,26/2/2024 20:00,27/2/2024 00:00,27/2/2024 04:00,27/2/2024 08:00,27/2/2024 12:00,27/2/2024 16:00,27/2/2024 20:00,28/2/2024 00:00,28/2/2024 04:00,28/2/2024 08:00,28/2/2024 12:00,28/2/2024 16:00,28/2/2024 20:00,29/2/2024 00:00,29/2/2024 04:00,29/2/2024 08:00,29/2/2024 12:00,29/2/2024 16:00,29/2/2024 20:00,1/3/2024 00:00,1/3/2024 04:00,1/3/2024 08:00,1/3/2024 12:00,1/3/2024 16:00,1/3/2024 20:00,2/3/2024 00:00,2/3/2024 04:00,2/3/2024 08:00,2/3/2024 12:00,2/3/2024 16:00,2/3/2024 20:00,3/3/2024 00:00,3/3/2024 04:00,3/3/2024 08:00,3/3/2024 12:00,3/3/2024 16:00,3/3/2024 20:00,4/3/2024 00:00,4/3/2024 04:00,4/3/2024 08:00,4/3/2024 12:00,4/3/2024 16:00,4/3/2024 20:00,5/3/2024 00:00,5/3/2024 04:00,5/3/2024 08:00,5/3/2024 12:00,5/3/2024 16:00,5/3/2024 20:00,6/3/2024 00:00,6/3/2024 04:00,6/3/2024 08:00,6/3/2024 12:00,6/3/2024 16:00,6/3/2024 20:00,7/3/2024 00:00,7/3/2024 04:00,7/3/2024 08:00,7/3/2024 12:00
940 110007343058,w192408,940 110012568034,2390,Medium Shade,,,,,2,2,3,1,1,1,12,5,6,8,,4,,2,16,2,5,4,3,1,2,4,1,3,6,8,4,14,1,4,8,12,4,3,1,3,,2,,8,5,1,62,14,46,38,6,7,2,5,2,2,14,26,6,2,4,2,4,7,3,5,1,5,3,3,,4,69,23,4,12,,,,,,,,,,,,7,1,3,1,,2,1,7,9,1,,5,6,17,4,4,1,2,8,18,13,4,22,4,5,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110009541611,2692,Medium Shade,,3,32,13,9,,5,1,6,1,6,3,11,15,18,4,16,2,5,5,2,4,1,13,,4,1,2,2,2,2,2,7,3,,30,3,1,11,4,5,4,22,1,24,4,7,8,,5,6,4,15,4,3,4,2,3,,4,9,14,,4,4,2,3,9,6,9,3,3,37,92,5,9,,,,,,,,,,,,16,2,21,5,4,1,8,9,16,6,7,3,4,6,2,28,7,12,5,3,6,5,21,6,3,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110009541005,w1581,Medium Shade,,1,13,11,9,8,17,10,7,5,5,3,2,4,38,18,15,2,3,3,2,2,3,10,12,2,,3,2,7,10,12,49,22,1,2,1,,,2,9,16,6,22,3,10,1,5,1,5,5,3,19,3,15,8,4,7,11,12,,8,7,4,5,2,1,8,79,,4,11,31,70,5,16,,,,,,,,,,,,4,4,12,3,3,11,14,7,11,8,7,1,8,7,18,14,5,6,8,3,13,17,33,50,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110012567889,2421,Medium Shade,,1,,,1,5,3,,,6,4,3,,1,,2,6,,6,1,14,5,4,1,4,,1,,4,2,5,71,121,9,33,2,,1,1,20,,1,3,1,1,2,2,1,16,7,22,9,3,2,1,2,,3,2,2,3,3,7,6,4,9,11,12,27,,9,,7,8,9,6,,,,,,,,,,,,15,5,,,,14,3,9,5,6,8,7,5,,3,10,5,25,4,11,53,2,12,15,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110012568242,w1779,Medium Shade,,2,,,3,13,6,1,8,2,1,12,20,13,2,7,,3,3,6,2,14,3,17,5,3,3,10,19,10,4,2,9,32,5,9,1,2,1,,19,4,23,1,1,5,3,8,14,32,8,23,10,8,24,4,,47,15,1,1,7,7,17,,1,,8,16,1,,16,30,15,3,14,,,,,,,,,,,,6,,5,2,4,10,8,2,9,2,7,9,6,2,8,5,13,3,8,5,5,4,14,5,4,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110009539462,2561,Medium Shade,,2,4,6,3,2,,4,3,4,4,7,12,5,3,1,1,4,10,9,5,3,,3,3,7,,1,3,5,5,9,3,10,2,8,8,5,4,1,4,2,3,3,2,2,7,5,3,6,,1,1,7,4,8,2,2,50,7,12,4,3,4,5,3,6,8,4,1,4,2,2,5,8,14,1,4,5,1,4,13,1,,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110009539751,y1021,Medium Shade,,,7,6,4,5,8,5,2,8,6,7,5,4,9,2,6,3,4,4,4,2,2,6,19,7,3,1,4,,19,8,21,15,3,11,2,2,,1,,4,29,,4,2,1,12,8,7,17,3,3,5,2,1,5,3,7,2,2,6,3,25,2,,5,12,,3,5,3,,1,,,1,3,4,4,4,4,4,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110009539049,w192040,Medium Shade,,,14,15,8,5,6,2,4,9,3,16,5,2,,3,4,2,8,1,5,5,10,8,6,3,,7,6,1,8,1,4,7,5,3,2,2,2,2,1,8,5,1,3,5,1,3,3,5,8,3,4,8,14,2,,,2,9,1,2,8,1,1,1,2,,1,,,1,6,1,1,3,1,2,,2,,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110012567780,w192115,Medium Shade,,3,13,5,9,5,3,4,5,6,7,4,9,5,,4,,10,1,6,3,3,3,13,6,5,1,2,7,11,18,9,3,6,5,5,14,10,1,7,1,3,3,10,1,2,3,5,3,7,3,3,7,5,3,23,8,2,7,16,3,2,9,1,2,,2,2,,2,,,1,1,,,5,2,,3,1,4,4,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110009538342,W1594,Medium Shade,,1,8,6,4,3,7,5,21,5,6,12,3,6,14,5,2,4,4,7,5,7,5,4,13,3,,4,4,1,10,3,4,13,2,2,5,2,,1,2,9,1,4,1,3,5,8,1,7,18,6,6,5,19,14,8,35,28,1,4,11,8,7,8,1,3,2,11,2,1,1,,1,3,,,3,,1,2,,1,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110019091210,y1075,Medium Shade,,,,,2,3,5,12,3,6,2,2,7,3,3,1,,13,7,7,8,2,5,5,4,2,20,2,6,3,19,17,2,26,13,19,9,7,,1,1,4,,1,3,1,4,12,7,1,6,2,4,11,6,3,,,2,1,5,6,1,,,2,1,1,,2,2,1,,2,,,1,,8,1,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110009540276,w192123,Medium Shade,,1,4,4,4,1,4,7,,2,9,3,6,1,1,4,2,3,18,4,7,4,2,1,6,13,7,3,1,4,8,4,,22,1,2,30,1,98,1,39,27,19,1,1,15,2,7,1,6,4,11,4,4,4,12,3,,2,2,2,1,5,18,3,3,29,,1,,1,2,1,,2,10,1,1,2,2,4,6,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110019091427,w192523,Medium Shade,,,,,1,,9,3,3,4,4,9,4,1,,4,1,2,,5,3,2,3,1,,1,3,5,6,1,3,5,1,7,9,8,1,8,1,7,5,3,7,5,4,5,1,6,6,1,2,5,4,1,4,10,8,3,6,4,3,1,5,4,,1,4,,1,,5,1,1,,,1,2,,2,1,,,2,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110009540034,y1057,Medium Shade,,1,7,26,3,4,12,6,4,10,2,10,2,10,2,9,3,5,23,11,,2,3,12,4,,26,1,4,1,11,,17,12,2,18,5,2,3,7,8,4,3,,3,22,13,12,6,2,3,28,5,13,16,12,5,23,6,9,3,1,4,1,,1,1,1,1,1,,6,,,7,,5,2,3,,1,,6,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110009538669,w192272,Medium Shade,,,,,1,19,18,7,7,3,5,3,8,3,2,4,2,4,7,5,8,2,3,6,12,4,2,5,3,2,4,5,6,8,1,8,12,3,3,2,2,2,2,7,7,7,15,23,6,43,26,16,7,4,6,5,7,20,5,5,,7,30,2,6,24,1,4,,2,,,3,9,8,,3,6,,,1,,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110009541163,2892,Medium Shade,,,10,13,9,1,5,4,2,9,4,7,2,10,13,7,4,2,1,8,2,18,5,2,,3,11,3,3,1,12,2,4,8,13,11,,6,,7,3,2,10,,1,2,8,26,8,17,56,6,43,15,1,8,7,8,8,2,11,6,2,6,1,2,1,4,2,,1,,3,3,,,1,1,2,2,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110009538983,w192443,Medium Shade,,,,,3,4,7,6,3,11,8,13,15,3,,6,,4,16,2,9,10,,1,16,1,3,2,,,9,3,5,11,2,2,6,7,,3,2,8,5,10,1,11,29,4,37,2,2,10,1,16,7,2,2,6,1,1,1,6,6,,,,1,2,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110019088638,2655,Medium Shade,,2,10,5,14,10,13,8,7,2,5,7,2,7,4,2,7,9,4,2,1,4,4,5,6,,,21,5,5,15,3,12,7,5,10,2,5,2,3,5,1,1,16,13,5,7,5,4,6,2,2,5,12,3,37,37,169,112,36,1,11,2,3,2,1,2,,2,,1,1,1,2,2,3,1,2,1,2,3,1,3,2,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343296,w192257,940 110019090704,w192029,Medium Shade,,,,,4,24,7,10,4,3,7,9,2,3,8,3,5,10,3,4,4,4,,7,9,9,7,8,4,4,7,4,2,1,7,10,,10,,4,4,3,1,2,4,7,3,7,1,6,4,24,11,10,5,6,4,4,13,13,9,8,10,6,1,,2,1,1,5,1,,,4,5,3,2,6,1,1,12,11,,1,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110006914087,w192223,982 123812217553,2400,No Shade,,1,9,11,1,13,10,4,5,47,,6,2,5,3,6,4,5,6,8,2,5,1,3,10,13,9,3,4,6,11,3,14,147,138,26,26,109,7,3,4,5,8,1,27,8,21,5,2,5,11,1,9,7,9,9,1,17,9,2,,18,6,93,8,6,13,,5,2,,7,5,2,8,2,3,4,5,12,3,4,3,7,20,9,18,2,10,2,22,3,1,3,6,8,4,3,6,,7,,12,8,4,3,1,1,1,2,10,3,3,,1,4,22,,1,5,,6,7,3,,,,,,,,,
940 110006914087,w192223,940 110019088701,w192313,No Shade,,3,6,3,3,2,6,9,6,11,,5,16,6,22,10,2,1,14,2,3,2,,8,15,6,2,4,3,4,11,17,7,2,19,10,3,10,1,4,3,3,,6,12,5,6,1,1,5,4,16,19,6,7,12,7,2,3,,11,4,1,6,4,1,1,1,4,7,,3,12,5,6,,4,5,3,4,5,3,,2,9,5,8,,4,11,11,9,7,3,2,21,7,2,11,,3,3,13,1,5,5,1,2,1,3,20,20,8,2,12,9,44,25,1,7,8,1,4,2,,,,,,,,,
940 110006914087,w192223,940 110009540316,2033,No Shade,,2,15,3,2,7,9,3,9,4,1,10,7,4,5,,2,8,16,33,6,10,18,4,8,24,7,4,8,9,52,7,3,4,4,4,3,4,13,8,9,12,3,1,7,3,1,19,8,6,10,3,7,14,10,11,1,4,2,,,10,15,10,31,7,5,36,45,99,171,22,12,8,16,8,11,6,8,3,,1,17,12,7,6,11,,7,11,,20,4,9,2,4,9,10,10,2,1,4,3,2,12,9,2,15,1,3,27,2,3,,10,5,4,3,3,14,1,18,22,2,,,,,,,,,
940 110006914087,w192223,940 110009422824,y447,No Shade,,5,5,8,2,10,24,2,4,8,2,3,6,6,11,4,2,15,11,6,4,7,1,2,14,21,7,6,22,11,13,10,1,4,20,8,7,2,8,20,15,1,7,6,16,2,1,6,1,2,29,48,4,15,13,6,3,1,6,3,,5,7,9,1,2,3,3,14,2,5,1,3,3,5,4,2,12,13,8,9,5,4,11,8,19,13,,4,3,21,6,16,5,1,4,8,6,4,,3,2,1,4,10,8,3,,4,4,7,10,25,4,1,2,9,2,33,10,7,9,1,2,,,,,,,,,
940 110006914087,w192223,940 110019092805,w1664,No Shade,,,1,4,5,2,1,3,5,,,6,1,1,9,11,3,,2,8,6,7,,23,3,4,10,4,4,2,1,4,1,2,2,1,5,2,2,3,3,19,3,8,7,43,3,2,31,,9,1,7,13,4,6,12,5,43,11,,3,1,1,2,2,3,2,3,,,1,11,2,15,10,21,1,3,2,8,3,1,,3,8,1,1,1,4,6,3,7,19,56,,1,2,26,4,5,2,41,5,7,8,1,1,,8,8,3,,4,,3,2,45,13,3,2,12,20,5,,,,,,,,,
940 110006914087,w192223,940 110009539115,2583,No Shade,,1,9,5,,13,8,1,1,4,1,12,5,5,8,10,4,14,5,3,3,14,1,2,9,16,2,6,5,10,6,3,3,23,7,9,3,5,5,4,1,1,1,7,38,48,3,27,8,1,7,3,2,20,10,30,8,4,7,,2,6,1,11,8,11,1,11,2,18,4,2,5,6,3,3,7,5,12,7,9,8,16,9,16,31,8,1,9,8,5,5,3,10,9,7,1,6,1,2,16,26,2,11,15,21,3,1,,2,13,8,8,,,5,6,23,6,20,24,4,4,9,,,,,,,,,
940 110006914087,w192223,940 110009538750,2534,No Shade,,6,10,8,7,12,15,10,7,3,3,3,3,4,10,3,10,9,10,18,3,9,2,11,8,4,11,8,9,14,5,8,19,3,1,13,15,33,21,3,45,12,,1,17,12,6,2,50,5,16,10,2,7,17,16,5,3,1,23,,9,5,,5,5,,3,1,2,11,11,6,,8,14,5,6,9,10,9,4,2,3,8,10,6,2,12,21,22,10,3,13,9,3,5,19,6,4,10,6,8,5,16,4,2,2,1,11,13,5,6,3,9,5,7,2,8,5,13,21,2,18,,,,,,,,,
940 110006914087,w192223,940 110019091368,2637,No Shade,,3,5,2,5,1,28,6,3,1,4,2,12,2,8,22,9,4,6,17,1,1,2,13,,2,16,7,5,3,9,8,4,2,1,1,25,5,7,5,1,9,5,6,21,6,14,5,5,,1,8,3,7,3,15,2,,2,2,2,8,24,5,2,3,1,2,3,3,,6,15,2,4,6,6,7,5,7,13,2,7,,16,11,10,6,11,9,6,8,5,5,8,5,,4,7,2,3,9,2,7,3,9,4,6,1,,2,4,2,12,,1,9,2,8,1,24,7,15,4,,,,,,,,,
940 110006914087,w192223,940 110012567072,2035,No Shade,,11,12,1,8,8,5,8,1,4,3,12,2,,10,6,5,7,16,6,6,1,5,,8,5,2,2,1,3,,3,2,2,2,12,8,14,1,6,,12,44,5,11,1,15,2,2,3,13,2,4,5,4,41,8,7,1,,,2,17,3,8,3,,2,,2,39,8,4,17,2,3,7,7,10,3,34,6,2,4,5,3,2,,1,9,10,12,5,18,1,,8,8,17,1,5,8,1,2,4,5,1,26,3,2,5,,4,4,7,13,3,19,4,6,5,7,6,2,,,,,,,,,
940 110006914087,w192223,940 110012566439,w192249,No Shade,,,10,8,8,9,3,3,7,2,4,7,2,4,7,10,5,,1,8,6,21,6,9,21,6,17,14,23,3,8,1,5,3,10,8,5,2,12,19,32,14,36,8,18,19,5,38,20,5,14,1,3,4,4,9,6,20,8,1,3,5,3,14,15,10,8,1,9,10,5,5,9,10,10,4,16,15,12,3,6,4,5,1,4,7,6,9,10,6,,5,10,2,2,17,5,8,14,12,9,4,2,7,8,2,3,11,4,5,5,1,3,3,5,3,17,1,12,11,,6,8,14,,,,,,,,,
940 110006914087,w192223,940 110012568263,w1624,No Shade,,2,9,6,4,8,1,4,4,4,5,6,1,2,5,14,16,7,27,13,5,2,2,5,10,3,3,1,2,19,20,5,5,2,5,4,19,27,10,6,1,7,1,8,20,9,15,5,5,8,10,2,20,7,6,5,2,1,2,7,2,8,3,6,1,3,11,3,37,1,5,2,16,,14,,2,19,3,4,2,4,3,4,1,8,4,1,7,10,12,13,5,5,6,9,12,9,8,1,2,1,8,5,3,5,7,,1,9,9,1,,4,1,5,12,5,6,24,13,33,2,6,,,,,,,,,
940 110006914087,w192223,940 110009539378,3798,No Shade,,4,12,11,7,4,9,18,5,5,3,1,7,8,6,17,9,6,6,19,5,10,6,3,12,4,20,8,6,13,23,6,8,6,1,13,19,12,15,8,5,7,9,11,15,4,18,6,1,8,7,8,4,15,18,13,2,35,,3,5,4,14,,,5,4,9,18,3,2,3,8,,1,2,7,14,7,6,1,2,24,,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110006914087,w192223,940 110009539903,w192012,No Shade,,5,7,3,18,2,7,9,8,1,1,4,11,9,8,6,3,3,7,10,1,9,3,3,21,5,7,10,6,5,2,3,2,2,15,7,6,,9,13,6,12,3,10,26,,5,1,9,6,4,17,3,1,4,5,3,1,4,11,2,4,3,7,4,6,4,11,5,,54,10,19,25,6,18,29,8,46,6,15,9,5,13,4,3,5,,4,7,6,3,3,8,2,7,1,7,4,4,4,2,1,2,9,4,9,2,1,5,1,,2,5,11,2,3,1,2,9,3,10,9,2,,,,,,,,,
940 110006914087,w192223,940 110019090667,w1622,No Shade,,6,5,23,5,7,,9,1,11,20,1,1,12,5,6,4,7,2,2,22,7,1,10,6,6,2,8,,5,8,11,1,1,6,5,4,4,1,12,2,1,2,6,20,4,2,5,5,1,2,19,2,7,5,17,14,8,3,1,,3,27,7,3,,1,1,4,4,20,9,1,1,1,60,49,55,10,4,33,3,2,1,6,5,1,11,1,1,7,4,30,46,1,17,7,1,21,11,5,20,40,6,3,11,2,1,87,17,11,33,6,7,1,6,3,41,3,7,,16,4,9,,,,,,,,,
940 110006914087,w192223,940 110012567833,w281,No Shade,,,15,2,8,4,5,10,4,7,3,9,4,108,50,21,5,3,3,6,3,11,3,1,14,6,8,8,1,4,6,3,4,2,2,3,14,5,3,5,9,3,3,2,17,29,10,1,2,,7,2,6,3,4,6,6,6,2,,69,6,4,1,12,6,4,1,7,4,,6,27,5,2,,1,5,16,6,5,11,3,6,1,6,4,,8,7,7,3,11,2,7,5,28,6,4,4,7,11,10,3,1,4,2,6,6,4,3,4,3,,15,8,7,28,5,5,3,33,7,3,,,,,,,,,
940 110006914087,w192223,940 110012553844,2970,No Shade,,4,5,5,1,5,27,4,3,2,1,5,5,4,1,1,3,6,5,8,4,3,4,5,6,3,6,5,17,,5,3,7,6,8,7,20,7,2,6,2,16,3,3,43,15,8,4,3,,1,9,7,1,11,2,5,,,9,,2,9,22,2,2,,2,,4,3,4,3,3,,1,1,1,4,6,1,7,9,3,10,4,13,1,17,9,8,6,10,7,2,8,13,7,9,2,3,15,2,4,23,8,1,1,,28,34,9,6,13,22,18,9,1,1,6,13,6,15,5,,,,,,,,,
940 110006914087,w192223,940 110012566988,w1726,No Shade,,1,3,11,6,7,3,3,2,8,9,8,16,3,14,3,3,5,18,3,5,5,7,12,9,5,2,12,2,1,10,8,2,3,1,3,13,10,1,1,2,2,2,2,95,3,5,2,7,3,21,1,8,5,6,6,5,4,23,3,1,3,4,1,3,1,32,3,12,,2,6,12,11,11,,,6,9,7,4,3,2,35,1,3,4,,10,16,11,1,6,9,1,16,7,2,1,,2,2,2,2,3,1,,,64,1,3,,2,1,1,5,12,21,26,3,5,7,6,12,,,,,,,,,
940 110006914087,w192223,940 110009540648,w744,No Shade,,4,5,7,5,10,1,6,4,17,3,6,9,5,8,7,,29,1,8,6,24,2,1,,6,2,9,3,5,2,12,16,4,12,11,8,8,10,7,1,9,8,14,6,4,7,1,2,5,4,1,4,13,11,6,7,17,7,5,,11,3,,1,2,2,,,1,,4,3,9,13,4,1,2,7,2,1,2,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110006914087,w192223,940 110009423261,2633,No Shade,,1,6,7,6,6,11,4,1,,1,9,3,5,5,6,,4,1,8,7,8,27,1,1,5,2,7,1,2,1,3,10,3,4,7,21,7,10,3,5,9,,5,20,2,9,8,1,2,1,9,10,8,8,5,1,,3,1,,14,1,2,8,5,3,2,21,4,1,5,4,10,3,2,1,1,13,7,12,,7,1,8,13,9,,5,6,13,8,13,16,27,12,7,2,2,,2,9,,6,13,14,,21,3,6,12,2,5,,,4,14,2,2,8,2,1,16,13,,,,,,,,,
940 110006914087,w192223,940 110009539369,2490,No Shade,,,9,8,11,11,19,10,5,11,4,16,32,11,5,1,3,17,5,2,7,5,6,5,10,16,3,5,4,7,22,5,11,3,11,13,5,2,24,4,13,4,6,11,16,6,13,21,15,7,5,4,4,1,28,3,,4,14,19,56,4,29,50,17,2,6,3,3,5,2,5,7,10,,1,1,12,13,6,12,4,10,59,5,5,15,,12,5,4,9,3,5,8,18,21,11,7,31,11,1,6,4,9,4,2,6,,10,4,3,7,1,11,11,6,18,5,4,12,10,2,14,,,,,,,,,
940 110006914087,w192223,940 110009539082,2479,No Shade,,28,11,8,5,3,3,4,11,20,11,7,5,10,7,1,4,1,15,5,25,2,5,,2,,5,17,1,8,3,4,6,,4,21,7,2,3,3,,10,5,1,15,4,6,16,1,,11,5,4,,8,7,12,37,8,82,8,7,5,3,24,3,9,5,5,4,1,19,6,9,8,6,2,4,11,11,6,9,4,5,6,10,11,,22,11,3,6,5,4,2,6,10,8,2,2,2,7,4,7,1,5,3,2,1,4,9,8,2,1,10,10,3,1,,6,3,5,1,2,,,,,,,,,
940 110006914087,w192223,940 110009538428,w1612,No Shade,,2,4,6,11,7,10,8,5,1,3,20,6,7,2,3,5,6,1,10,7,6,12,,9,3,4,6,17,7,9,12,4,5,3,12,3,6,3,2,,4,3,50,27,15,5,6,1,1,1,7,9,6,2,4,5,,,6,,,1,6,2,5,3,5,26,5,7,10,6,5,1,3,22,29,6,1,4,6,2,5,2,7,3,,9,8,18,4,5,2,6,4,7,7,4,6,24,13,1,13,7,7,51,2,3,10,3,2,,3,10,7,12,,1,36,7,7,12,3,,,,,,,,,
940 110006914087,w192223,940 110009538608,w192160,No Shade,,7,7,6,4,13,,5,2,6,3,8,6,8,9,2,5,7,4,13,7,12,2,,5,16,3,2,2,1,,3,6,3,9,7,12,1,1,6,,23,44,,19,21,1,9,6,1,7,4,4,8,6,6,14,2,2,1,,1,8,,2,,,,,,1,3,7,,2,2,2,2,,6,,1,,6,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110006914087,w192223,940 110012554559,w9330,No Shade,,6,4,7,7,1,6,9,7,6,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,6,,4,21,2,,1,1,1,7,1,,,1,8,3,8,8,,1,15,,,3,11,8,18,3,4,4,5,4,25,10,11,2,12,4,7,1,15,1,,7,6,5,1,13,3,2,8,,4,4,8,3,8,6,6,5,1,7,8,2,,,1,4,13,,8,8,1,5,7,5,,,,,,,,,
940 110006914087,w192223,940 110012566899,w9537,No Shade,,3,5,6,2,4,1,3,3,1,11,2,1,1,4,4,1,2,7,7,4,2,3,5,3,2,4,12,1,1,14,10,6,,1,3,4,7,10,20,9,1,10,3,21,25,7,111,100,247,22,31,,5,7,12,,,,1,,,6,5,2,9,8,5,9,2,3,7,11,2,9,2,,5,1,4,32,3,6,12,6,8,3,,7,8,5,7,9,2,5,2,6,8,1,1,2,,6,4,10,12,6,4,8,8,3,8,2,1,,,11,14,19,45,3,1,3,12,,,,,,,,,
940 110006914087,w192223,940 110009541497,2667,No Shade,,37,19,18,9,7,10,8,8,4,3,8,14,2,9,4,6,5,6,12,4,6,11,15,13,4,19,7,1,6,11,7,15,8,5,5,6,2,,5,10,9,4,1,22,3,4,11,4,4,7,13,28,10,12,11,5,18,5,6,9,3,8,3,1,11,5,4,2,6,1,3,15,6,4,,12,3,6,2,3,7,6,5,7,9,6,1,2,9,3,7,16,6,12,8,5,1,24,2,6,7,17,13,24,12,1,16,,7,8,4,,4,,3,5,,2,16,3,9,13,7,,,,,,,,,
940 110006914087,w192223,940 110009540871,2528,No Shade,,1,7,28,7,9,14,1,6,1,2,7,8,13,12,8,13,6,8,5,4,5,1,3,,4,4,8,9,5,,1,4,2,7,6,7,6,2,9,6,38,10,5,19,7,18,1,6,13,23,6,5,16,7,10,,4,6,1,2,5,5,5,5,1,13,2,42,7,2,19,15,3,10,5,4,1,45,5,2,5,2,39,2,16,7,,,4,3,9,8,21,2,14,18,7,25,3,2,9,2,3,6,6,4,4,1,20,2,9,20,,,10,3,2,1,4,7,7,9,3,,,,,,,,,
940 110006914087,w192223,940 110009538619,3736,No Shade,,,6,7,8,1,9,1,14,1,4,,,,9,2,2,2,2,5,,4,99,5,11,9,8,7,20,5,2,6,9,13,1,3,11,9,15,2,4,12,10,3,22,41,3,3,3,3,11,2,2,9,4,4,13,2,5,11,5,9,25,8,9,3,1,5,,2,9,,4,3,11,8,2,3,,4,1,,3,22,5,2,12,,5,10,2,4,3,1,2,3,1,8,6,1,,4,3,13,4,12,36,9,,2,18,2,,,17,11,5,11,,10,1,4,6,7,,,,,,,,,
940 110006914087,w192223,940 110012565591,2684,No Shade,,6,9,11,1,9,9,2,5,3,3,8,2,5,12,6,2,5,1,3,29,3,4,2,8,3,8,8,36,1,1,5,5,2,6,3,,5,,1,2,4,3,6,93,17,11,4,51,1,10,7,5,2,2,3,2,1,5,4,2,7,16,113,4,6,1,21,2,6,7,,,10,14,1,1,3,2,1,4,1,5,,6,7,6,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
