Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2024,15/2/2024,16/2/2024,17/2/2024,18/2/2024,19/2/2024,20/2/2024,21/2/2024,22/2/2024,23/2/2024,24/2/2024,25/2/2024,26/2/2024,27/2/2024,28/2/2024,29/2/2024,1/3/2024,2/3/2024,3/3/2024,4/3/2024,5/3/2024,6/3/2024,7/3/2024
951 000016108674,w192584,940 110009539281,2016,No Shade,11,33,33,42,24,57,24,17,45,45,72,18,66,175,147,140,59,54,82,30,55,,
951 000016108674,w192584,940 110009540428,y1019,No Shade,3,27,35,38,40,29,36,32,59,54,37,17,52,58,105,66,56,70,44,58,57,,
951 000016108674,w192584,940 110009539447,w192149,No Shade,10,37,44,43,31,21,45,36,41,71,40,24,77,75,102,103,35,39,60,69,99,,
951 000016108674,w192584,940 110009538976,2422,No Shade,19,53,41,39,72,29,28,23,50,32,33,23,70,97,168,51,37,47,48,79,77,,
951 000016108674,w192584,940 110009421855,2572,No Shade,12,46,24,41,21,41,57,66,64,60,66,13,33,67,73,22,44,44,25,49,34,,
951 000016108674,w192584,940 110012566859,3711,No Shade,15,76,33,64,44,59,61,45,77,68,33,30,84,78,107,41,23,36,36,45,118,,
951 000016108674,w192584,940 110009539817,2601,No Shade,22,36,32,63,86,39,26,34,46,55,59,67,59,88,88,96,52,27,41,48,57,,
951 000016108674,w192584,940 110019088452,2021,No Shade,9,37,84,30,89,44,58,66,54,60,43,12,35,82,75,70,110,128,21,25,79,,
951 000016108674,w192584,940 110019091903,w9510,No Shade,8,45,41,40,48,43,36,31,68,55,58,38,76,82,145,42,45,19,20,37,135,,
951 000016108674,w192584,940 110009538791,3792,No Shade,11,43,44,23,10,17,39,14,54,30,13,98,182,56,80,23,27,55,63,52,26,,
951 000016108674,w192584,940 110012566374,2040,No Shade,17,55,29,37,39,78,99,46,46,66,17,90,63,435,130,45,56,70,39,71,52,,
951 000016108674,w192584,940 110009541144,w1690,No Shade,11,23,26,39,31,55,140,53,73,92,79,121,54,76,131,14,,,,,,,
951 000016108674,w192584,940 110009539860,2981,No Shade,15,88,33,113,41,60,36,12,110,48,41,87,65,86,89,27,41,132,55,18,102,,
951 000016108674,w192584,940 110009540194,2997,No Shade,9,39,22,39,25,46,41,42,52,40,37,21,171,174,64,50,32,47,29,64,83,,
951 000016108674,w192584,940 110009541648,2406,No Shade,8,29,55,98,20,25,32,72,34,31,63,120,89,47,45,48,27,56,40,29,43,,
951 000016108674,w192584,940 110009539482,w1656,No Shade,7,53,37,25,51,35,76,48,54,83,44,16,139,529,55,49,27,50,44,74,72,,
951 000016108674,w192584,940 110012554759,2432,No Shade,14,47,58,60,25,64,31,63,46,55,57,4,31,6,18,,,,,,,,
951 000016108674,w192584,940 110009540732,y476,No Shade,9,34,16,36,42,8,10,33,42,20,73,65,181,41,78,34,38,30,32,22,22,,
951 000016108674,w192584,940 110009540984,2463,No Shade,10,28,19,22,38,41,15,20,39,38,21,15,47,51,74,43,94,64,32,66,75,,
951 000016108674,w192584,940 110009538716,w1679,No Shade,12,60,39,57,34,20,36,23,23,45,98,122,88,62,56,17,23,33,19,23,49,,
951 000016108674,w192584,940 110019091837,2536,No Shade,12,47,46,57,48,63,28,79,81,62,64,79,119,93,119,24,40,88,89,51,72,,
951 000016108674,w192584,940 110012554665,w1538,No Shade,7,42,57,71,143,41,71,37,44,33,68,11,10,7,14,,,,,,,,
951 000016108674,w192584,940 110012566754,2672,No Shade,7,30,27,29,63,64,25,43,34,35,33,15,9,24,11,,,,,,,,
951 000016108674,w192584,940 110009538672,2946,No Shade,9,24,15,15,36,35,39,67,32,15,30,27,59,38,312,375,20,19,17,30,25,,
951 000016108674,w192584,940 110009423185,2972,No Shade,13,41,38,25,18,31,23,26,65,49,57,23,42,38,66,23,35,47,24,61,22,,
951 000016108674,w192584,940 110009422827,w192009,No Shade,6,50,46,22,18,58,27,43,47,56,56,74,46,52,156,28,19,71,15,18,52,,
951 000016108674,w192584,940 110009541760,w192005,No Shade,13,44,84,35,128,36,40,22,48,34,37,1,4,38,15,,,,,,,,
951 000016108674,w192584,940 110009421856,w192300,No Shade,9,62,19,46,39,35,59,36,52,37,70,18,92,101,59,33,44,32,20,24,104,,
951 000016108674,w192584,940 110009423267,3745,No Shade,14,36,41,35,97,30,54,46,35,62,33,23,54,16,116,47,32,23,24,25,70,,
951 000016108674,w192584,940 110012567013,w192003,No Shade,11,38,53,29,47,23,29,35,33,26,10,20,11,5,17,,,,,,,,
951 000016108674,w192584,940 110019091346,2632,No Shade,9,36,33,30,26,22,27,25,16,25,25,17,19,13,65,,,,,,,,
951 000016108674,w192584,940 110009540610,y463,No Shade,11,37,23,21,28,26,37,29,46,47,43,19,7,14,3,,,,,,,,
951 000016108674,w192584,940 110012553813,w1780,No Shade,8,18,56,14,39,23,24,13,42,36,34,44,44,100,42,19,36,37,67,34,38,,
951 000016108674,w192584,940 110019088588,2307,No Shade,12,33,34,137,23,32,18,18,62,36,18,14,73,185,59,23,20,49,69,49,95,,
951 000016108674,w192584,940 110019088485,2693,No Shade,13,38,49,61,51,29,50,35,86,33,12,142,75,55,71,20,40,50,70,49,77,,
951 000016108674,w192584,940 110009423076,w192203,No Shade,6,54,33,41,114,50,38,107,66,35,39,71,78,75,72,23,44,43,48,19,52,,
951 000016108674,w192584,940 110019091379,3749,No Shade,,,,,,,,,10,14,4,16,24,21,21,26,32,52,140,15,228,,
951 000016108674,w192584,940 110012567070,w192145,No Shade,,,,,,,,,5,22,3,31,41,131,67,48,44,32,40,62,109,,
951 000016108674,w192584,940 110009421841,y1080,No Shade,12,35,65,38,54,37,80,42,61,34,77,26,89,57,86,45,87,37,45,50,89,,
951 000016108674,w192584,940 110019088647,w1651,No Shade,11,55,21,39,44,52,29,36,22,27,39,6,59,78,98,96,68,77,44,24,111,,
951 000016108674,w192584,940 110012567561,w192556,No Shade,14,55,43,37,53,32,50,57,60,49,55,59,57,152,126,32,28,33,65,30,41,,
951 000016108674,w192584,940 110009422821,2405,No Shade,7,30,29,42,28,39,41,36,70,31,21,24,23,49,44,31,33,58,88,33,55,,
951 000016108674,w192584,940 110012554559,w9330,No Shade,12,72,11,,,,,,11,8,6,18,24,80,120,25,42,17,55,16,36,,
951 000016108674,w192584,940 110012565400,w192463,No Shade,,,,,,,,,5,7,10,47,41,24,27,56,22,46,38,22,39,,
951 000016108674,w192584,940 110009538917,w1536,No Shade,6,51,11,32,54,16,27,94,20,31,7,10,56,88,13,,,,,,,,
951 000016108674,w192584,940 110012567032,2673,No Shade,6,30,34,10,,,,,13,11,21,20,41,38,62,53,41,29,113,106,113,,
951 000016108674,w192584,940 110012566693,w1657,No Shade,11,34,24,34,28,28,38,31,87,40,22,97,38,53,60,40,16,84,47,59,,,
940 110007343296,w192257,940 110009423305,y1018,Medium Shade,10,53,23,44,23,26,65,27,24,50,33,71,111,86,50,27,30,33,36,59,71,,
940 110007343296,w192257,940 110009538683,2982,Medium Shade,5,39,24,149,69,44,21,85,32,27,22,42,52,49,20,34,32,62,16,37,43,,
940 110007343296,w192257,940 110009539776,w1562,Medium Shade,10,29,41,16,49,54,31,10,16,32,19,20,25,65,11,47,12,54,30,36,26,,
940 110007343296,w192257,940 110009538773,W192534,Medium Shade,9,41,26,29,20,57,37,54,45,70,32,126,52,56,73,75,32,29,43,41,53,,
940 110007343296,w192257,940 110009539512,y461,Medium Shade,15,33,65,18,28,28,22,41,27,53,34,27,19,44,26,71,66,41,22,19,13,,
940 110007343296,w192257,940 110012568063,2011,Medium Shade,4,46,52,36,55,28,50,63,51,27,33,65,127,37,87,28,34,64,26,43,68,,
940 110007343296,w192257,940 110019090313,2453,Medium Shade,2,25,20,24,23,24,66,31,23,48,21,34,35,56,94,43,50,37,25,21,35,,
940 110007343296,w192257,940 110009538600,O45,Medium Shade,7,32,20,41,43,25,14,25,38,43,81,29,29,54,41,30,41,32,44,26,33,,
940 110007343296,w192257,940 110009539531,2720,Medium Shade,7,35,53,27,79,20,31,22,37,55,34,59,29,42,17,117,48,113,19,33,77,,
940 110007343296,w192257,940 110019091113,2333,Medium Shade,2,22,35,30,30,45,36,24,43,38,16,33,60,38,73,30,45,48,45,171,68,,
940 110007343296,w192257,940 110009539554,2426,Medium Shade,7,44,23,17,69,39,30,51,51,24,40,36,50,82,63,46,52,17,32,36,54,,
940 110007343296,w192257,940 110012567199,2442,Medium Shade,2,24,29,77,55,31,41,29,83,33,29,42,26,85,33,90,24,110,33,52,23,,
940 110007343296,w192257,940 110012567432,3739,Medium Shade,,,,,,,,,10,7,7,56,22,35,43,19,52,44,31,39,40,,
940 110007343296,w192257,940 110019091096,3740,Medium Shade,13,20,23,59,20,40,50,25,91,335,13,53,64,58,43,59,90,34,20,20,51,,
940 110007343296,w192257,940 110009539788,2896,Medium Shade,,15,28,31,39,21,40,17,19,29,22,47,31,41,29,66,32,18,8,40,62,,
940 110007343296,w192257,940 110009538658,w192549,Medium Shade,2,23,12,27,42,27,57,35,51,25,25,40,32,36,57,44,77,83,25,47,42,,
940 110007343296,w192257,940 110009539901,w787,Medium Shade,7,36,32,18,13,43,58,26,26,38,54,66,26,25,53,55,32,45,71,75,44,,
940 110007343296,w192257,940 110019090804,w1682,Medium Shade,4,47,33,25,65,23,17,42,195,368,39,33,33,49,74,70,36,20,19,37,130,,
940 110007343296,w192257,940 110009422295,3760,Medium Shade,,24,36,36,93,37,35,39,30,49,17,31,38,65,58,73,42,42,17,41,70,,
940 110007343296,w192257,940 110019090337,w233,Medium Shade,1,12,14,21,35,28,19,41,31,49,20,27,16,32,48,62,15,39,50,31,32,,
940 110007343296,w192257,940 110019090456,w192035,Medium Shade,2,44,39,37,25,29,27,33,31,82,27,33,22,33,57,50,42,32,16,28,70,,
940 110007343296,w192257,940 110019091425,w1704,Medium Shade,2,40,56,34,22,36,25,33,28,67,36,14,38,108,44,37,40,19,17,133,66,,
940 110007343296,w192257,940 110019091126,w1524,Medium Shade,1,34,71,38,47,16,25,31,74,69,16,34,31,66,55,38,51,32,34,22,60,,
940 110007343296,w192257,940 110009539936,Y433,Medium Shade,13,44,27,24,11,27,32,29,24,178,207,43,16,31,41,31,43,38,104,40,66,,
940 110007343296,w192257,940 110012554582,y465,Medium Shade,10,37,61,55,21,31,33,26,56,47,51,98,53,23,80,105,24,49,15,52,90,,
940 110007343296,w192257,940 110019089967,2715,Medium Shade,24,45,32,43,18,31,24,39,39,63,43,24,89,55,53,29,39,40,45,65,47,,
940 110007343296,w192257,940 110019091882,2424,Medium Shade,2,21,34,22,43,37,22,12,25,25,14,28,40,41,49,49,42,26,159,151,63,,
940 110007343296,w192257,940 110012567369,w237,Medium Shade,9,39,30,48,29,33,43,31,51,42,37,47,50,35,58,62,89,27,26,61,83,,
940 110007343296,w192257,940 110009539428,2342,Medium Shade,10,53,25,25,17,28,36,80,32,24,43,32,96,151,43,21,29,49,28,28,110,,
940 110007343296,w192257,940 110012553681,2477,Medium Shade,8,32,23,27,14,31,45,39,28,49,68,69,66,26,68,34,48,33,26,59,81,,
940 110007343296,w192257,940 110019091482,w1631,Medium Shade,7,44,26,30,19,55,17,13,27,55,22,26,57,17,38,22,52,27,45,29,99,,
940 110007343296,w192257,940 110019092812,2599,Medium Shade,,18,36,156,63,15,45,32,40,39,48,29,29,21,31,23,36,18,12,94,23,,
940 110007343296,w192257,940 110012568023,2370,Medium Shade,8,37,38,50,26,32,251,87,30,94,37,46,29,21,129,120,24,86,24,26,56,,
940 110007343296,w192257,940 110012553997,2566,Medium Shade,1,23,15,28,15,29,11,27,22,33,40,37,27,29,29,27,40,15,37,29,30,,
940 110007343296,w192257,940 110019092000,y499,Medium Shade,4,23,24,21,27,11,50,29,45,46,43,19,38,39,36,73,57,35,32,35,83,,
940 110007343296,w192257,940 110009541309,2611,Medium Shade,1,17,33,21,20,233,108,48,87,39,29,27,45,62,49,36,103,25,77,25,39,,
940 110007343296,w192257,940 110009541581,2539,Medium Shade,9,49,44,31,35,44,31,24,60,31,49,47,56,35,72,37,59,31,23,42,55,,
940 110007343296,w192257,940 110019089806,3752,Medium Shade,3,52,64,110,137,27,27,12,28,40,20,35,73,92,39,27,54,28,23,32,36,,
940 110007343296,w192257,940 110012566817,2404,Medium Shade,21,61,55,50,48,34,56,28,68,96,42,37,125,62,101,34,53,41,20,53,100,,
940 110007343296,w192257,940 110009540223,2538,Medium Shade,,18,22,26,29,36,38,15,42,36,37,15,30,74,32,29,34,45,89,11,68,,
940 110007343296,w192257,940 110009541067,w192001,Medium Shade,18,36,32,33,93,46,41,30,59,25,8,16,50,54,16,74,55,40,43,32,44,,
940 110007343296,w192257,940 110019092766,2491,Medium Shade,,,,,,,,,1,10,4,19,20,34,83,23,51,21,29,17,20,,
940 110007343296,w192257,940 110019090378,2926,Medium Shade,7,18,32,85,37,32,29,62,28,54,26,24,169,26,53,43,20,27,15,174,73,,
940 110007343296,w192257,940 110009540382,2576,Medium Shade,15,42,28,33,20,26,29,32,71,82,81,44,15,35,40,38,22,41,46,29,29,,
940 110007343296,w192257,951 000016128364,w192569,Medium Shade,5,38,39,70,55,48,36,13,43,36,34,73,71,24,36,19,50,37,74,31,71,,
940 110007343296,w192257,940 110009540658,2564,Medium Shade,22,92,63,45,21,28,65,41,27,42,31,25,30,50,111,39,30,34,17,75,48,,
940 110007343296,w192257,940 110009538792,w192551,Medium Shade,7,45,20,22,33,29,34,31,84,20,36,38,19,16,28,57,18,38,34,25,27,,
940 110007343296,w192257,940 110009423311,2474,Medium Shade,5,33,34,19,83,45,19,21,27,77,23,17,40,27,48,30,47,40,17,16,92,,
940 110007343296,w192257,940 110019090769,2718,Medium Shade,1,25,108,35,22,13,36,14,28,45,33,49,17,24,37,27,34,35,41,33,32,,
940 110007343296,w192257,940 110012567383,y1093,Medium Shade,14,56,105,180,61,50,44,67,33,38,41,30,57,84,59,79,36,24,32,66,35,,
940 110007343296,w192257,940 110009540938,2430,Medium Shade,3,24,32,41,32,29,78,57,24,44,84,29,42,36,25,56,36,38,49,31,43,,
940 110007343296,w192257,940 110009539956,2719,Medium Shade,4,43,97,16,11,10,42,18,43,40,53,15,14,35,26,26,35,44,11,16,52,,
940 110007343296,w192257,940 110012567670,y422,Medium Shade,14,93,41,37,11,36,45,36,89,46,46,38,61,23,32,66,21,31,37,24,75,,
940 110007343296,w192257,940 110009422310,w192083,Medium Shade,,26,39,93,18,30,60,30,56,60,36,17,56,51,31,54,28,25,30,36,42,,
940 110007343296,w192257,940 110009423033,w192107,Medium Shade,1,24,17,17,31,21,18,12,22,30,37,12,57,31,26,32,33,20,96,34,28,,
940 110007343296,w192257,940 110009540986,2500,Medium Shade,,38,31,48,30,12,28,24,91,25,29,30,34,21,41,68,56,33,21,39,21,,
940 110007343296,w192257,940 110009540715,2612,Medium Shade,3,19,51,43,14,44,32,23,82,58,17,56,26,21,33,49,32,37,18,34,58,,
940 110007343296,w192257,940 110009540242,w192165,Medium Shade,10,40,25,34,11,15,33,41,47,17,40,28,25,49,86,37,54,23,10,51,35,,
940 110007343296,w192257,940 110019091579,w977,Medium Shade,22,42,28,31,29,62,42,30,73,46,64,40,37,32,38,22,46,14,23,73,120,,
940 110007343296,w192257,940 110009540590,3766,Medium Shade,,5,33,17,28,10,35,16,38,95,48,23,34,73,39,28,32,39,43,33,27,,
940 110007343296,w192257,940 110019090700,3797,Medium Shade,8,32,39,47,67,42,35,38,29,18,29,26,14,24,37,33,24,28,13,20,17,,
940 110007343296,w192257,940 110012553857,w1602,Medium Shade,25,36,93,48,46,28,65,21,34,54,38,28,34,50,37,42,34,29,13,30,56,,
940 110007343296,w192257,940 110019089984,2580,Medium Shade,1,39,37,30,19,32,65,29,51,36,41,24,67,50,37,18,42,59,17,36,29,,
940 110007343296,w192257,940 110019091108,2532,Medium Shade,2,53,37,66,46,19,39,63,26,55,58,16,50,63,50,78,52,29,46,38,16,,
940 110007343296,w192257,940 110019090665,w1747,Medium Shade,1,31,86,71,72,28,38,35,26,64,41,25,57,51,46,32,45,21,35,18,47,,
940 110007343296,w192257,940 110012553583,w1618,Medium Shade,2,23,29,52,64,17,30,90,29,49,41,37,35,52,55,18,29,36,34,28,72,,
940 110007343296,w192257,940 110019091098,w192426,Medium Shade,15,43,49,27,27,48,50,25,57,78,24,34,19,37,41,23,59,37,82,81,43,,
940 110007343296,w192257,940 110012566414,2330,Medium Shade,3,23,54,76,7,14,44,26,9,33,36,31,68,107,21,16,8,18,15,20,27,,
940 110007343296,w192257,940 110012566856,2449,Medium Shade,2,95,25,55,51,46,44,54,87,85,24,80,27,66,65,45,60,90,24,37,69,,
940 110007343296,w192257,940 110009540843,3730,Medium Shade,1,33,37,36,28,32,25,46,33,32,78,58,47,136,39,44,28,35,20,16,102,,
940 110007343296,w192257,940 110009541384,2339,Medium Shade,6,33,61,39,35,21,27,54,47,59,44,29,136,24,39,28,26,75,33,16,55,,
940 110007343296,w192257,940 110009538987,3723,Medium Shade,24,47,31,48,39,41,27,24,71,31,51,75,33,56,37,51,45,45,26,18,27,,
940 110007343296,w192257,940 110009540744,3764,Medium Shade,11,37,25,33,67,26,36,29,34,27,34,15,20,23,25,88,29,35,30,38,50,,
940 110007343296,w192257,940 110009539959,w192501,Medium Shade,,20,35,77,50,32,40,52,27,29,31,52,25,33,67,13,31,29,34,22,28,,
940 110007343296,w192257,940 110009541554,2435,Medium Shade,1,32,30,37,11,69,41,33,23,34,6,23,41,125,26,27,38,57,36,44,74,,
940 110007343296,w192257,940 110019088512,2525,Medium Shade,21,61,20,36,21,30,21,54,70,47,43,28,33,32,33,95,28,52,23,67,45,,
940 110007343296,w192257,940 110009538645,2387,Medium Shade,10,29,31,21,17,42,36,85,119,27,15,37,23,24,25,53,64,39,19,21,81,,
940 110007343296,w192257,940 110009422834,2605,Medium Shade,15,43,13,36,23,32,28,50,41,24,75,33,19,241,61,33,31,22,52,15,25,,
940 110007343296,w192257,940 110012566508,2403,Medium Shade,,27,30,59,10,20,28,26,30,55,26,27,38,41,51,24,43,57,38,35,53,,
940 110007343296,w192257,940 110009541417,2308,Medium Shade,1,27,22,23,33,32,18,19,24,66,80,103,20,22,32,49,89,33,33,59,25,,
940 110007343296,w192257,940 110012568279,2487,Medium Shade,,22,31,45,35,61,60,34,26,81,57,32,32,44,71,63,43,125,24,23,59,,
940 110007343296,w192257,940 110009423063,w192381,Medium Shade,13,27,27,38,35,41,19,16,33,52,37,98,56,52,57,34,43,70,17,54,64,,
940 110007343296,w192257,940 110009538626,w984,Medium Shade,9,44,32,29,28,24,23,22,22,28,34,38,110,55,18,27,39,31,15,42,51,,
940 110007343296,w192257,940 110019088560,2588,Medium Shade,4,27,39,48,61,36,43,22,97,33,44,198,36,127,108,28,73,51,31,23,20,,
940 110007343296,w192257,940 110009539591,w796,Medium Shade,2,11,22,27,41,25,16,23,29,47,51,23,34,36,26,44,75,39,15,12,30,,
940 110007343296,w192257,940 110009540065,3767,Medium Shade,,51,30,30,38,44,22,73,22,52,118,36,63,28,35,60,40,28,47,53,44,,
940 110007343296,w192257,940 110012566861,w949,Medium Shade,,36,29,52,18,70,36,129,27,83,14,32,49,89,21,10,19,25,27,85,40,,
940 110007343296,w192257,940 110009538492,w192361,Medium Shade,10,83,30,16,24,43,32,33,22,26,40,30,711,41,30,43,34,51,19,68,42,,
940 110007343296,w192257,940 110009540542,w987,Medium Shade,12,87,42,38,30,31,50,32,24,50,60,27,8,35,39,30,81,35,72,38,137,,
940 110007343296,w192257,940 110012566440,3722,Medium Shade,5,57,43,36,74,22,41,97,52,51,48,135,31,110,90,91,45,31,21,41,41,,
940 110007343296,w192257,940 110009541058,2368,Medium Shade,7,34,28,44,38,38,20,10,31,48,21,46,61,26,49,35,60,46,30,49,48,,
940 110007343296,w192257,940 110009531315,w192428,Medium Shade,10,23,29,41,30,21,16,25,33,73,31,31,42,56,34,14,85,24,37,63,42,,
940 110007343296,w192257,940 110009423264,w192571,Medium Shade,7,37,34,42,17,50,44,30,34,81,29,65,22,40,54,26,33,26,40,28,49,,
940 110007343296,w192257,940 110009538313,2992,Medium Shade,,47,25,42,39,15,15,23,35,31,30,29,47,132,40,45,30,25,14,25,31,,
940 110007343296,w192257,940 110012554097,2455,Medium Shade,12,54,33,49,39,37,56,18,40,44,58,85,84,77,34,26,33,50,35,17,74,,
940 110007343296,w192257,940 110012566578,2996,Medium Shade,8,32,34,48,21,33,39,31,48,41,92,31,26,119,234,58,32,32,21,35,44,,
940 110007343296,w192257,940 110009541400,2497,Medium Shade,4,34,45,31,48,36,50,31,27,52,23,22,62,54,86,70,62,45,72,49,30,,
940 110007343296,w192257,940 110012567493,w781,Medium Shade,,,,,,,,,9,9,18,18,12,15,25,23,38,54,104,165,60,,
940 110007343296,w192257,940 110012567433,w9276,Medium Shade,7,52,31,54,49,104,26,37,45,38,33,34,104,70,49,38,29,50,35,25,102,,
940 110007343296,w192257,940 110009540342,2414,Medium Shade,8,40,37,31,41,26,46,37,58,26,69,34,36,34,31,34,47,48,120,36,55,,
940 110007343296,w192257,940 110009539869,2412,Medium Shade,17,31,23,29,89,61,20,39,84,50,28,21,21,36,55,74,40,55,37,36,31,,
940 110007343296,w192257,940 110009538378,2516,Medium Shade,8,30,27,34,18,39,55,22,62,92,45,71,43,40,56,37,27,24,37,23,89,,
940 110007343296,w192257,940 110019088459,w192346,Medium Shade,5,27,32,61,61,23,48,33,37,32,23,21,96,151,29,26,25,46,11,,,,
940 110007343296,w192257,940 110009541620,3768,Medium Shade,17,70,44,44,44,33,59,32,34,70,40,32,38,97,67,57,21,69,31,21,41,,
940 110007343296,w192257,940 110009538665,2315,Medium Shade,9,60,27,46,34,28,64,25,40,31,83,22,182,38,131,98,41,35,33,39,38,,
940 110007343296,w192257,940 110009538800,w192595,Medium Shade,15,32,50,32,18,28,43,22,31,44,75,61,50,32,38,56,27,60,15,44,45,,
940 110007343296,w192257,940 110012554600,2508,Medium Shade,21,37,16,31,26,27,19,34,87,48,14,15,12,45,113,16,16,32,29,12,53,,
940 110007343296,w192257,940 110009420489,1473,Medium Shade,3,30,33,75,25,43,29,19,28,19,28,25,37,26,44,25,49,54,25,30,65,,
940 110007343296,w192257,940 110009540683,2466,Medium Shade,9,30,24,27,24,49,15,35,32,192,71,34,37,52,27,71,87,51,14,,,,
940 110007343296,w192257,940 110009539436,3729,Medium Shade,2,39,23,53,19,91,32,10,54,44,21,34,18,45,26,63,36,84,24,27,46,,
940 110007343296,w192257,940 110012565445,y1008,Medium Shade,13,34,35,42,81,48,49,40,22,42,38,48,51,45,43,53,24,34,29,19,65,,
940 110007343296,w192257,940 110012568226,w997,Medium Shade,1,57,19,16,23,30,15,20,28,97,19,84,41,33,88,83,70,36,24,43,37,,
940 110007343296,w192257,940 110012565637,w1625,Medium Shade,18,56,59,30,32,25,32,91,60,76,22,27,43,36,110,32,67,53,45,22,39,,
940 110007343296,w192257,940 110009539763,w9285,Medium Shade,15,31,42,27,31,28,28,18,39,81,31,37,55,57,92,49,38,24,76,15,24,,
940 110007343296,w192257,940 110009541617,2408,Medium Shade,6,44,17,19,25,33,36,53,45,44,55,32,51,24,39,19,53,35,34,20,35,,
940 110007343296,w192257,940 110012567356,W192374,Medium Shade,15,37,43,17,33,28,26,35,38,58,28,12,62,68,37,2,,,,,,,
940 110007343296,w192257,940 110019090424,w282,Medium Shade,4,49,55,27,32,40,37,34,30,44,45,34,67,52,75,39,53,32,43,60,27,,
940 110007343296,w192257,940 110012567347,4720,Medium Shade,9,30,82,27,11,28,11,13,45,19,25,41,42,32,117,18,42,20,11,31,15,,
940 110007343296,w192257,940 110009540694,w192407,Medium Shade,5,24,51,38,13,39,23,14,115,25,29,25,93,23,29,47,43,25,25,18,49,,
940 110007343296,w192257,940 110012568175,2476,Medium Shade,13,19,42,28,35,40,25,17,10,35,29,11,46,46,38,32,49,41,59,90,34,,
