Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2023,15/2/2023,16/2/2023,17/2/2023,18/2/2023,19/2/2023,20/2/2023,21/2/2023,22/2/2023,23/2/2023,24/2/2023,25/2/2023,26/2/2023,27/2/2023,28/2/2023,1/3/2023,2/3/2023,3/3/2023,4/3/2023,5/3/2023,6/3/2023,7/3/2023
940 110007343296,w897,940 110009540426,2463,No Shade,10,24,25,26,57,80,48,37,41,35,35,35,70,42,30,37,18,48,231,32,13,
940 110007343296,w897,940 110009541497,2680,No Shade,14,13,36,28,46,49,83,50,13,36,37,21,44,20,64,46,59,43,452,28,,
940 110007343296,w897,940 110009541612,w1741,No Shade,25,49,26,8,47,56,41,55,28,23,112,36,46,24,20,55,32,92,199,29,19,
940 110007343296,w897,940 110012554102,w1562,No Shade,13,20,44,45,73,56,49,50,70,83,26,41,63,25,43,45,66,62,19,81,45,
940 110007343296,w897,940 110009539564,o41,No Shade,16,50,39,47,25,54,35,33,38,35,21,18,24,44,36,11,28,28,36,30,79,
940 110007343296,w897,940 110012567439,3797,No Shade,8,17,29,38,51,61,27,63,9,41,37,110,23,36,34,82,49,39,33,38,65,
940 110007343296,w897,940 110006719998,2598,No Shade,11,49,11,8,14,50,60,28,11,62,20,9,22,48,11,23,35,11,19,49,69,
940 110007343296,w897,940 110012565646,w1578,No Shade,14,34,122,42,87,75,48,55,32,37,28,62,56,128,79,62,39,60,30,83,74,
940 110007343296,w897,940 110009541075,W1552,No Shade,22,20,44,49,37,47,48,41,41,49,28,24,24,46,26,14,33,42,46,59,49,
940 110007343296,w897,940 110012567023,2512,No Shade,10,31,41,95,42,59,37,35,28,82,44,40,97,55,109,65,50,68,59,104,111,
940 110007343296,w897,940 110012566899,Y488,No Shade,5,16,29,18,41,25,14,34,31,56,29,72,38,148,13,34,14,16,21,26,111,
940 110007343296,w897,940 110006720451,2584,No Shade,10,38,29,43,26,70,61,45,19,26,16,37,61,135,46,22,31,39,31,7,,
940 110007343296,w897,940 110012566754,w9283,No Shade,7,7,24,39,47,34,58,38,25,29,26,85,31,22,27,,,,,,,
940 110007343296,w897,940 110012553844,w192051,No Shade,4,26,28,62,61,38,70,31,42,27,43,37,24,46,51,127,50,80,41,116,88,
940 110007343296,w897,940 110012554559,2429,No Shade,12,16,39,26,41,64,39,53,42,59,33,100,45,35,33,32,17,31,31,42,85,
940 110007343296,w897,940 110009421856,w192145,No Shade,9,12,10,33,38,70,36,56,71,36,34,42,53,32,75,33,48,43,52,46,32,
940 110007343296,w897,940 110009539365,2988,No Shade,6,19,44,50,66,49,50,215,33,15,44,38,35,27,65,49,34,60,35,41,39,
940 110007343296,w897,940 110009540821,2542,No Shade,8,21,21,42,37,25,56,11,22,28,68,34,46,47,93,39,41,21,97,23,,
940 110007343296,w897,940 110009422827,2450,No Shade,7,18,37,20,25,196,79,34,64,77,43,30,68,46,39,28,33,41,27,59,52,
940 110007343296,w897,940 110006544572,2617,No Shade,15,26,43,40,26,53,34,22,26,15,277,96,18,26,53,49,28,66,52,23,23,
940 110007343296,w897,940 110009540303,Y1115,No Shade,9,25,20,44,39,145,151,57,26,57,53,30,34,35,83,65,50,49,28,80,40,
940 110007343296,w897,940 110012566852,2896,No Shade,11,27,49,45,18,54,34,47,24,43,89,46,31,30,61,150,16,28,23,46,46,
940 110007343296,w897,940 110009539590,2471,No Shade,22,24,56,61,39,34,55,58,22,89,57,73,118,41,41,36,32,44,40,40,35,
940 110007343296,w897,940 110006543923,2035,No Shade,11,20,48,62,85,49,69,74,68,96,66,92,61,26,46,48,27,42,44,32,52,
940 110007343296,w897,940 110012565605,w192212,No Shade,12,16,49,34,637,90,52,40,28,72,47,151,73,47,42,35,42,44,56,55,,
940 110007343296,w897,940 110009538728,2611,No Shade,6,36,42,29,44,64,44,52,51,68,49,58,168,142,45,39,70,44,44,41,30,
940 110007343296,w897,940 110009539538,3745,No Shade,29,60,42,48,23,57,80,43,42,46,52,40,59,57,39,44,45,23,59,47,32,
940 110007343296,w897,940 110006719959,2946,No Shade,6,24,55,69,77,93,47,57,23,25,54,29,34,60,38,37,44,33,56,23,,
940 110007343296,w897,940 110009538594,2576,No Shade,10,19,25,80,24,47,51,52,40,121,62,36,42,68,37,37,26,48,32,10,,
940 110007343296,w897,940 110006720550,2525,No Shade,20,39,18,28,79,67,29,57,28,46,30,31,44,48,20,30,30,78,44,29,,
940 110007343296,w897,940 110006720713,2519,No Shade,14,22,18,39,55,36,40,87,51,32,36,484,41,53,46,50,32,66,33,68,124,
940 110007343296,w897,940 110009540288,2406,No Shade,13,38,25,13,26,46,29,69,20,35,42,33,17,,,,,,,,,
940 110007343296,w897,940 110012567072,2952,No Shade,8,9,17,15,36,48,43,48,13,166,21,48,27,33,40,38,19,31,37,60,131,
940 110007343296,w897,940 110006544542,3735,No Shade,15,20,48,33,489,96,92,38,41,47,26,30,44,56,43,39,37,63,64,93,60,
940 110007343296,w897,940 110009539082,3798,No Shade,14,18,34,320,77,75,46,44,44,26,68,57,45,50,40,54,44,67,47,46,,
940 110007343296,w897,940 110006544245,2929,No Shade,14,28,70,103,29,52,56,66,49,18,35,25,27,51,40,49,64,53,26,67,88,
940 110007343296,w897,940 110009539736,y1110,No Shade,10,35,28,56,50,184,68,96,28,49,65,26,42,69,49,69,53,55,90,90,68,
940 110007343296,w897,940 110009422306,2415,No Shade,14,25,20,44,26,42,141,28,11,3,16,21,61,51,21,17,23,25,13,33,23,
940 110007343296,w897,940 110009422259,2652,No Shade,22,34,30,67,76,69,66,30,69,61,69,76,110,62,49,30,79,24,22,62,14,
940 110007343296,w897,940 110009538695,W192286,No Shade,8,26,50,17,61,88,76,34,55,70,35,487,122,81,47,52,33,85,78,68,21,
940 110007343296,w897,940 110009538619,W952,No Shade,9,24,77,63,63,99,29,54,54,25,26,27,38,59,24,33,45,52,28,,,
940 110007343296,w897,940 110009422194,2405,No Shade,12,47,46,51,40,56,26,32,37,85,331,19,54,59,40,38,35,34,32,36,,
940 110007343296,w897,940 110009540560,W192436,No Shade,16,18,43,62,71,81,607,47,32,48,28,102,33,77,60,58,37,20,22,48,18,
940 110007343296,w897,940 110009540428,W1698,No Shade,15,50,36,63,56,58,69,92,25,38,39,36,25,5,2,5,4,37,3,10,,
940 110007343296,w897,940 110012566439,2475,No Shade,6,6,24,26,31,39,46,49,30,45,29,39,48,67,34,43,42,37,35,78,25,
940 110007343296,w897,940 110006543874,Y499,No Shade,30,42,16,54,70,38,59,55,39,66,42,30,36,33,72,43,47,67,76,37,,
940 110007343296,w897,940 110006544250,Y1018,No Shade,9,20,13,,,,,1,6,16,29,29,16,39,54,46,27,49,41,52,4,
940 110007343296,w897,940 110009541648,2664,No Shade,13,25,29,53,54,75,58,68,21,144,98,67,32,30,44,31,40,50,69,80,49,
940 110007343296,w897,940 110009541057,w192346,No Shade,6,57,35,29,43,82,34,35,23,36,29,46,45,31,18,58,47,38,63,51,26,
940 110007343296,w897,940 110009538428,3721,No Shade,22,24,52,147,35,59,38,38,22,54,53,27,24,52,62,44,32,88,48,112,183,
940 110007343296,w897,940 110012567361,2577,No Shade,9,37,336,59,34,61,35,52,41,38,38,20,40,,,,,,,,,
940 110007343296,w897,940 110012554703,2632,No Shade,7,28,31,57,43,86,61,71,18,45,26,17,205,20,,,,,,,,
940 110007343296,w897,940 110012554665,2937,No Shade,18,26,48,36,144,93,36,56,27,64,83,35,73,48,35,27,18,39,51,57,10,
940 110007343296,w897,940 110006719427,2339,No Shade,14,40,53,76,46,101,70,87,27,39,53,51,51,36,255,104,78,121,58,86,92,
940 110007343296,w897,940 110009541333,w192437,No Shade,9,22,31,131,53,60,33,69,32,32,32,29,29,55,37,52,49,53,55,60,61,
940 110007343296,w897,940 110009530573,W1754,No Shade,18,21,49,77,54,71,284,94,41,35,29,12,14,9,5,,,,,,,
940 110007343296,w897,940 110012554759,W1609,No Shade,127,38,34,32,56,48,28,39,65,31,42,23,24,53,42,53,783,142,46,25,3,
940 110007343296,w897,940 110012566374,2532,No Shade,29,11,25,25,41,60,62,64,55,29,41,29,34,38,160,39,20,35,18,56,44,
940 110007343296,w897,940 110009423076,2967,No Shade,6,21,36,39,41,97,43,44,60,40,55,45,50,33,45,37,157,116,73,60,24,
940 110007343296,w897,940 110009539735,2570,No Shade,10,22,275,59,33,33,32,54,77,48,25,28,62,41,68,26,39,60,33,,,
940 110007343296,w897,940 110009538608,2954,No Shade,9,40,29,32,22,63,126,42,30,39,60,71,65,55,25,16,34,28,40,73,,
940 110007343296,w897,940 110009538759,2481,No Shade,8,19,38,75,38,47,24,39,475,58,34,31,66,42,21,40,32,70,47,39,14,
940 110007343296,w897,940 110009422169,W1683,No Shade,15,20,33,26,27,24,26,32,29,58,14,19,23,7,3,,,,,,,
940 110007343296,w897,940 110012567583,Y465,No Shade,11,12,21,41,44,55,65,71,79,29,703,54,46,92,54,59,69,70,25,53,19,
940 110007343296,w897,940 110006544076,3770,No Shade,18,23,40,84,40,62,50,81,18,166,157,34,33,69,17,32,41,58,31,38,19,
940 110007343296,w897,940 110009540904,2504,No Shade,7,16,189,33,45,30,35,39,42,35,13,52,58,27,10,25,27,18,17,27,6,
940 110007343296,w897,940 110009540316,3749,No Shade,25,21,37,81,40,39,32,26,46,33,36,29,63,72,113,83,56,58,69,64,18,
940 110007343296,w897,940 110006544437,W192094,No Shade,17,12,20,41,18,58,27,21,37,28,39,169,77,23,26,32,46,37,38,23,,
940 110007343296,w897,940 110012565638,2341,No Shade,13,22,10,41,61,35,74,59,165,71,33,33,49,31,57,18,29,31,43,66,60,
940 110007343296,w897,940 110012554855,W934,No Shade,21,17,18,78,62,56,77,50,25,44,46,33,317,50,46,36,30,26,45,37,,
940 110007343296,w897,940 110012554100,w192014,No Shade,3,10,11,18,74,52,20,27,27,24,13,24,40,38,47,32,29,58,65,38,35,
940 110007343296,w897,940 110009541579,w192325,No Shade,7,32,26,58,67,177,52,69,21,25,28,13,,,,,,,,,,
940 110007343296,w897,940 110012565591,2491,No Shade,16,43,32,22,55,88,43,53,33,43,26,61,78,52,33,37,155,86,39,78,55,
940 110007343296,w897,940 110009423267,2600,No Shade,7,22,132,45,28,40,53,53,17,53,28,9,33,40,21,27,37,50,24,21,4,
940 110007343296,w897,940 110009541499,w192256,No Shade,9,41,18,41,144,37,32,27,39,21,22,40,2,,,,,,,,,
940 110007343296,w897,940 110009538450,2486,No Shade,11,22,61,276,79,59,69,26,37,37,16,25,42,41,44,73,33,30,32,56,137,
940 110007343296,w897,940 110009541605,2687,No Shade,11,40,59,38,59,68,51,114,35,52,26,36,35,57,62,21,39,34,60,89,100,
940 110007343296,w897,940 110009539789,W192223,No Shade,6,12,57,140,20,39,55,83,43,31,74,27,33,62,59,51,27,49,35,69,48,
940 110007343296,w897,940 110009539851,3759,No Shade,4,19,46,47,59,50,17,44,26,38,27,5,7,8,6,,,,,,,
940 110007343296,w897,940 110009421841,2582,No Shade,10,32,26,37,34,40,61,63,60,28,74,28,66,55,214,183,50,49,48,17,,
940 110007343296,w897,940 110006720785,2710,No Shade,11,52,65,77,61,60,47,432,120,26,43,32,32,66,69,93,61,91,44,102,116,
940 110007343296,w897,940 110012554680,w192579,No Shade,4,24,22,26,66,53,96,24,71,56,28,51,32,24,177,137,34,43,53,38,13,
940 110007343296,w897,940 110012554293,2949,No Shade,,,,,,,,5,6,3,12,17,23,40,31,35,30,45,19,21,,
940 110007343296,w897,940 110009541227,W1695,No Shade,14,20,19,43,55,87,128,136,51,93,47,38,59,53,44,62,34,64,74,85,46,
940 110007343296,w897,940 110009540648,W192004,No Shade,12,32,18,60,66,59,70,87,46,46,27,30,,,,,,,,,,
940 110007343296,w897,940 110012554841,w192108,No Shade,15,19,28,56,42,90,55,51,158,246,31,99,35,70,26,52,39,30,31,51,38,
940 110007343296,w897,940 110012566524,W192361,No Shade,16,18,15,45,54,56,62,89,46,24,17,42,59,90,30,301,118,115,21,54,37,
940 110007343296,w897,940 110009538791,2321,No Shade,12,10,14,34,21,38,21,41,26,14,29,10,43,42,21,26,40,82,38,64,22,
940 110007343296,w897,940 110012565593,2565,No Shade,8,22,31,59,35,90,75,110,577,43,32,29,33,27,24,30,36,25,18,34,26,
940 110007343296,w897,940 110009539903,w192523,No Shade,23,20,25,46,35,38,97,57,44,148,46,32,38,36,17,32,50,29,15,28,7,
940 110007343296,w897,940 110009422824,O77,No Shade,8,41,21,57,91,69,57,67,47,35,91,84,60,29,22,66,53,24,131,292,279,
940 110007343296,w897,940 110006543809,2616,No Shade,5,57,33,51,44,56,32,261,45,16,66,24,26,18,29,21,38,19,31,24,20,
940 110007343296,w897,940 110009538938,2999,No Shade,16,21,33,36,67,82,57,40,103,67,36,40,19,31,65,30,26,35,50,14,107,
940 110007343296,w897,940 110009540226,W766,No Shade,2,14,28,20,21,42,56,51,55,20,30,2,9,8,6,,,,,,,
940 110007343296,w897,940 110009540610,2891,No Shade,17,16,24,20,32,70,79,53,40,96,46,45,33,55,20,24,38,34,38,16,,
940 110007343296,w897,940 110006719384,2557,No Shade,3,28,21,41,29,41,57,43,27,30,35,29,37,59,39,41,43,41,29,47,34,
940 110007343296,w897,940 110009541616,3761,No Shade,12,22,49,59,60,52,54,71,23,62,93,113,16,39,14,36,22,59,28,42,19,
940 110007343296,w897,940 110009541085,2365,No Shade,12,18,23,36,51,40,35,23,31,64,45,46,23,246,109,43,41,66,45,7,,
940 110007343296,w897,940 110009541010,W1751,No Shade,17,24,46,49,33,66,39,54,28,33,50,28,29,45,61,35,33,55,29,15,,
940 110007343296,w897,940 110009541538,2514,No Shade,15,26,22,31,23,26,85,56,226,31,49,34,47,45,31,30,38,85,40,30,46,
940 110007343296,w897,940 110006543850,w1559,No Shade,48,35,36,95,24,55,79,34,25,48,42,70,53,72,38,63,51,70,45,69,15,
940 110007343296,w897,940 110009538716,2527,No Shade,10,343,120,21,39,70,58,50,66,19,13,8,6,14,7,,,,,,,
940 110007343296,w897,940 110012567575,2575,No Shade,7,9,42,48,68,114,59,41,49,35,49,39,66,39,56,134,156,83,42,50,,
940 110012306154,w192150,940 110009538634,W782,Medium Shade,12,58,31,38,40,47,20,43,12,23,28,63,45,56,6,,,,,,,
940 110012306154,w192150,940 110009538667,w785,Medium Shade,15,45,39,24,28,60,23,71,42,50,46,23,107,31,27,,,,,,,
940 110012306154,w192150,940 110009539788,2403,Medium Shade,10,44,26,56,9,92,40,16,54,20,43,17,21,13,,,,,,,,
940 110012306154,w192150,940 110009541611,w978,Medium Shade,9,17,32,52,61,57,28,35,34,44,43,81,64,32,15,,,,,,,
940 110012306154,w192150,940 110006719983,2631,Medium Shade,10,40,55,49,33,46,70,37,61,33,47,45,47,36,27,,,,,,,
940 110012306154,w192150,940 110012567383,w192087,Medium Shade,12,16,40,50,38,43,29,51,85,60,72,130,160,65,35,,,,,,,
940 110012306154,w192150,940 110006544568,2927,Medium Shade,,19,10,30,40,33,59,33,52,40,73,27,59,69,21,,,,,,,
940 110012306154,w192150,940 110012554464,w192258,Medium Shade,10,28,11,30,76,31,38,22,58,35,25,42,55,38,16,,,,,,,
940 110012306154,w192150,940 110012568163,2602,Medium Shade,93,28,37,22,39,28,20,28,45,37,43,46,44,55,26,,,,,,,
940 110012306154,w192150,940 110012568175,w226,Medium Shade,10,37,21,12,14,24,12,15,36,15,44,66,35,66,28,,,,,,,
940 110012306154,w192150,940 110019088899,3712,Medium Shade,6,29,29,53,21,26,39,25,30,90,73,77,72,43,16,,,,,,,
940 110012306154,w192150,940 110009541106,w9334,Medium Shade,10,42,26,82,60,48,47,72,59,44,62,77,85,58,26,,,,,,,
940 110012306154,w192150,940 110012567433,w800,Medium Shade,5,31,20,28,41,49,37,27,28,25,30,53,84,40,4,,,,,,,
940 110012306154,w192150,940 110009539284,3791,Medium Shade,18,24,35,50,20,49,46,39,49,20,44,66,33,41,40,,,,,,,
940 110012306154,w192150,940 110009540382,w723,Medium Shade,21,70,24,25,53,87,86,47,51,57,31,68,302,47,92,,,,,,,
940 110012306154,w192150,940 110009530580,w192591,Medium Shade,27,52,20,48,25,20,73,36,37,32,38,45,57,62,27,,,,,,,
940 110012306154,w192150,940 110009422295,2357,Medium Shade,19,21,64,29,51,23,25,31,56,17,26,30,35,51,10,,,,,,,
940 110012306154,w192150,940 110012568242,w1756,Medium Shade,8,21,36,31,46,26,48,29,30,74,32,60,34,66,22,,,,,,,
940 110012306154,w192150,940 110009540242,W253,Medium Shade,10,26,37,49,34,31,8,24,59,30,23,22,19,,,,,,,,,
940 110012306154,w192150,940 110006544070,w192371,Medium Shade,8,47,83,55,36,48,53,85,55,71,33,55,36,51,22,,,,,,,
940 110012306154,w192150,940 110012567777,y455,Medium Shade,4,51,27,36,36,39,29,34,26,24,39,43,51,48,22,,,,,,,
940 110012306154,w192150,940 110006544498,w192394,Medium Shade,6,39,20,25,17,46,105,78,40,15,44,56,43,46,7,,,,,,,
940 110012306154,w192150,940 110009538378,Y458,Medium Shade,11,35,33,32,45,60,41,43,41,67,54,60,48,44,184,,,,,,,
940 110012306154,w192150,940 110009540324,w192050,Medium Shade,5,19,40,76,75,27,72,117,37,78,24,45,17,54,37,,,,,,,
940 110012306154,w192150,940 110009423311,2513,Medium Shade,20,43,63,14,35,37,61,67,34,17,46,88,39,59,12,,,,,,,
940 110012306154,w192150,940 110006718504,w192366,Medium Shade,12,30,36,21,27,23,26,39,34,46,29,67,68,49,58,,,,,,,
940 110012306154,w192150,940 110009541620,2393,Medium Shade,3,7,24,24,35,37,14,52,75,33,51,29,45,16,21,,,,,,,
940 110012306154,w192150,940 110012566812,2970,Medium Shade,11,22,34,62,36,65,40,49,49,47,84,60,116,30,36,,,,,,,
940 110012306154,w192150,940 110009541422,w192388,Medium Shade,21,18,38,58,24,14,34,41,78,129,18,79,32,99,6,,,,,,,
940 110012306154,w192150,940 110009539901,2960,Medium Shade,12,31,25,51,39,38,11,43,80,48,57,38,48,14,22,,,,,,,
940 110012306154,w192150,940 110012568279,w192503,Medium Shade,7,33,29,21,15,45,57,49,25,41,27,38,28,56,36,,,,,,,
940 110012306154,w192150,940 110012566508,w9279,Medium Shade,108,12,36,20,71,33,46,42,25,54,50,54,36,36,28,,,,,,,
940 110012306154,w192150,940 110006718521,2689,Medium Shade,15,21,27,58,44,40,61,18,30,31,61,52,63,29,39,,,,,,,
940 110012306154,w192150,940 110009539462,w1669,Medium Shade,14,23,38,23,46,61,40,57,47,39,45,39,39,33,40,,,,,,,
940 110012306154,w192150,940 110006544432,w192202,Medium Shade,28,66,42,76,54,50,37,57,76,38,32,32,36,48,28,,,,,,,
940 110012306154,w192150,940 110009539528,2591,Medium Shade,38,41,24,41,36,55,65,60,177,34,53,47,64,43,29,,,,,,,
940 110012306154,w192150,940 110009538600,w192180,Medium Shade,5,20,20,73,112,32,28,40,21,19,19,29,6,,,,,,,,,
940 110012306154,w192150,940 110012553723,W1585,Medium Shade,13,28,38,38,30,27,23,34,52,35,140,41,114,60,28,,,,,,,
940 110012306154,w192150,940 110006544262,3748,Medium Shade,4,25,54,25,24,26,49,44,153,36,32,64,24,33,35,,,,,,,
940 110012306154,w192150,940 110009420489,w192163,Medium Shade,4,17,53,36,17,11,18,16,33,26,27,59,41,48,9,,,,,,,
940 110012306154,w192150,940 110009423033,o22,Medium Shade,6,22,28,29,25,36,27,14,21,12,72,42,21,46,15,,,,,,,
940 110012306154,w192150,940 110009539959,2407,Medium Shade,12,27,19,38,43,25,32,33,50,25,42,55,54,42,17,,,,,,,
940 110012306154,w192150,940 110009538323,3751,Medium Shade,3,29,29,30,55,51,37,21,32,34,44,45,45,43,12,,,,,,,
940 110012306154,w192150,940 110012567369,w192576,Medium Shade,12,40,34,62,40,37,30,50,29,9,22,9,7,9,4,,,,,,,
940 110012306154,w192150,940 110009538626,w9276,Medium Shade,4,53,35,19,55,30,36,25,19,55,24,33,67,39,20,,,,,,,
940 110012306154,w192150,940 110012565445,W1538,Medium Shade,12,26,73,46,47,48,53,75,43,61,43,53,75,76,26,,,,,,,
940 110012306154,w192150,940 110012566817,o38,Medium Shade,4,32,30,39,48,59,38,59,59,51,44,61,51,49,32,,,,,,,
940 110012306154,w192150,940 110009540843,w192055,Medium Shade,15,32,50,50,33,29,40,54,20,95,36,50,46,50,15,,,,,,,
940 110012306154,w192150,940 110009541060,3727,Medium Shade,3,34,21,29,63,20,39,53,55,39,52,44,68,30,17,,,,,,,
940 110012306154,w192150,940 110009540824,w192083,Medium Shade,11,16,39,18,70,39,40,46,47,35,67,30,21,48,21,,,,,,,
940 110012306154,w192150,940 110009540065,2497,Medium Shade,3,46,37,21,76,80,58,37,44,59,46,39,45,67,28,,,,,,,
940 110012306154,w192150,940 110012554582,w937,Medium Shade,4,27,31,50,69,24,41,55,36,57,27,40,73,46,23,,,,,,,
940 110012306154,w192150,940 110009540482,2671,Medium Shade,22,54,89,74,54,49,44,41,62,39,122,139,104,61,24,,,,,,,
940 110012306154,w192150,940 110009541329,w192204,Medium Shade,1,27,35,58,94,45,49,30,33,33,44,62,74,49,18,,,,,,,
940 110012306154,w192150,940 110009538678,2944,Medium Shade,14,41,21,22,32,37,57,40,64,18,29,32,17,5,5,,,,,,,
940 110012306154,w192150,940 110009422162,2034,Medium Shade,11,26,65,25,39,15,95,34,80,45,30,187,45,46,21,,,,,,,
940 110012306154,w192150,940 110009539049,w192373,Medium Shade,165,69,16,41,24,49,27,48,84,40,29,24,31,47,42,,,,,,,
940 110012306154,w192150,940 110009540544,2458,Medium Shade,10,25,44,41,86,62,44,47,65,103,47,97,132,49,28,,,,,,,
940 110012306154,w192150,940 110006544041,2404,Medium Shade,12,14,30,46,44,73,50,57,82,78,33,36,58,15,67,,,,,,,
940 110012306154,w192150,940 110006544242,2573,Medium Shade,2,15,49,34,56,23,35,51,37,25,43,40,22,19,31,,,,,,,
940 110012306154,w192150,940 110009541128,w192549,Medium Shade,3,22,16,37,51,66,51,52,38,46,51,39,67,49,10,,,,,,,
940 110012306154,w192150,940 110009540715,2444,Medium Shade,12,49,49,20,44,39,43,36,34,33,93,38,78,62,23,,,,,,,
940 110012306154,w192150,940 110009540105,2489,Medium Shade,18,40,18,75,18,72,49,53,48,31,38,23,72,117,26,,,,,,,
940 110012306154,w192150,940 110006544363,w1539,Medium Shade,9,23,31,44,43,21,46,50,27,55,27,37,25,35,40,,,,,,,
940 110012306154,w192150,940 110006720054,w967,Medium Shade,19,38,20,67,30,31,64,51,63,46,42,47,44,52,17,,,,,,,
940 110012306154,w192150,940 110009541005,y430,Medium Shade,9,28,55,22,41,76,47,69,55,29,54,47,35,60,63,,,,,,,
940 110012306154,w192150,940 110009540342,w1531,Medium Shade,5,32,53,48,77,37,75,43,24,67,50,93,73,58,76,,,,,,,
940 110012306154,w192150,940 110009539591,2309,Medium Shade,7,16,31,21,28,16,30,15,23,40,54,59,96,33,12,,,,,,,
940 110012306154,w192150,940 110009422264,2719,Medium Shade,9,36,40,34,31,36,53,33,35,33,53,62,49,34,12,,,,,,,
940 110012306154,w192150,940 110009541056,y469,Medium Shade,2,40,37,33,25,52,39,38,30,24,16,30,19,36,19,,,,,,,
940 110012306154,w192150,940 110009538579,w1680,Medium Shade,4,27,35,49,21,29,34,36,40,35,26,109,23,46,21,,,,,,,
940 110012306154,w192150,940 110012566856,2621,Medium Shade,11,48,12,24,37,42,68,42,57,52,35,59,42,29,24,,,,,,,
940 110012306154,w192150,940 110009540683,2571,Medium Shade,12,21,37,20,15,49,30,55,25,26,64,80,52,79,9,,,,,,,
940 110012306154,w192150,940 110009539496,w192374,Medium Shade,2,64,26,24,32,27,49,97,60,10,24,50,27,42,26,,,,,,,
940 110012306154,w192150,940 110006543940,2350,Medium Shade,10,21,51,37,43,29,42,61,39,52,26,66,83,52,34,,,,,,,
940 110012306154,w192150,940 110006544207,2979,Medium Shade,17,7,15,26,48,26,19,32,18,80,136,40,24,39,20,,,,,,,
940 110012306154,w192150,940 110012567879,w9332,Medium Shade,16,7,,,,,,,6,1,8,23,32,21,19,,,,,,,
940 110012306154,w192150,940 110012553690,w9537,Medium Shade,10,79,49,71,37,31,19,32,35,96,96,51,33,40,37,,,,,,,
940 110012306154,w192150,940 110012565616,2894,Medium Shade,9,17,40,26,15,,,,5,7,24,25,14,27,10,,,,,,,
940 110012306154,w192150,940 110006544998,2507,Medium Shade,9,20,39,34,53,35,42,36,43,61,45,37,40,48,16,,,,,,,
